ensembl_gene_id,ensembl_transcript_id,rgd_symbol,entrezgene_id,chr_name,gene_start,gene_end,strand
ENSRNOG00000060868,ENSRNOT00000089475,,,6,103567584,103567722,-1
ENSRNOG00000056966,ENSRNOT00000091114,,,14,88141837,88141898,-1
ENSRNOG00000006857,ENSRNOT00000009094,Ndnf,,4,96562725,96564611,1
ENSRNOG00000057039,ENSRNOT00000078963,,,13,82125482,82129989,-1
ENSRNOG00000013835,ENSRNOT00000018486,Timm8a2,680794,15,108453147,108456808,1
ENSRNOG00000015528,ENSRNOT00000080962,Pja2,192256,9,111998203,112027240,-1
ENSRNOG00000015528,ENSRNOT00000021258,Pja2,192256,9,111998203,112027240,-1
ENSRNOG00000020426,ENSRNOT00000027684,Erf,292721,1,82112449,82120902,-1
ENSRNOG00000061536,ENSRNOT00000089967,,,5,150529715,150529928,-1
ENSRNOG00000050743,ENSRNOT00000050538,Adora3,25370,2,208373154,208376803,1
ENSRNOG00000050743,ENSRNOT00000082943,Adora3,25370,2,208373154,208376803,1
ENSRNOG00000050743,ENSRNOT00000050538,Adora3,100363178,2,208373154,208376803,1
ENSRNOG00000050743,ENSRNOT00000082943,Adora3,100363178,2,208373154,208376803,1
ENSRNOG00000050743,ENSRNOT00000050538,Adora3,100911796,2,208373154,208376803,1
ENSRNOG00000050743,ENSRNOT00000082943,Adora3,100911796,2,208373154,208376803,1
ENSRNOG00000047933,ENSRNOT00000037303,LOC100910122,100169747,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000091242,LOC100910122,100169747,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000037303,LOC100910122,103690164,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000091242,LOC100910122,103690164,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000037303,Phykpl,100169747,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000091242,Phykpl,100169747,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000037303,Phykpl,103690164,10,37032043,37051519,1
ENSRNOG00000047933,ENSRNOT00000091242,Phykpl,103690164,10,37032043,37051519,1
ENSRNOG00000001417,ENSRNOT00000001921,Plod3,288583,12,22716423,22726982,-1
ENSRNOG00000058481,ENSRNOT00000079255,,,14,71519886,71519947,-1
ENSRNOG00000003831,ENSRNOT00000005167,Tdp1,314380,6,123897956,123963675,1
ENSRNOG00000008578,ENSRNOT00000064309,Cdk16,81741,X,1707289,1718637,-1
ENSRNOG00000008578,ENSRNOT00000011592,Cdk16,81741,X,1707289,1718637,-1
ENSRNOG00000019388,ENSRNOT00000026318,Egfl7,245963,3,4034921,4043936,1
ENSRNOG00000010263,ENSRNOT00000014359,Cldn11,84588,2,115823538,115836846,-1
ENSRNOG00000007740,ENSRNOT00000010156,Tacstd2,494343,4,98341188,98342887,-1
ENSRNOG00000050740,ENSRNOT00000067263,LOC100360516,,15,30295598,30296451,-1
ENSRNOG00000001885,ENSRNOT00000046183,Trmt2a,287953,11,86885626,86890390,-1
ENSRNOG00000061474,ENSRNOT00000089122,,291414,18,76922934,76984203,-1
ENSRNOG00000052544,ENSRNOT00000082610,,,14,5375412,5375543,-1
ENSRNOG00000053022,ENSRNOT00000087369,Olr1616,405129,15,27266444,27267379,1
ENSRNOG00000021037,ENSRNOT00000028558,Spaca4,691120,1,101707613,101708286,-1
ENSRNOG00000021463,ENSRNOT00000030082,Ppara,25747,7,126619196,126681752,1
ENSRNOG00000021463,ENSRNOT00000078928,Ppara,25747,7,126619196,126681752,1
ENSRNOG00000001960,ENSRNOT00000072483,Sult1d1,60393,14,22091777,22126021,1
ENSRNOG00000001960,ENSRNOT00000060179,Sult1d1,60393,14,22091777,22126021,1
ENSRNOG00000001960,ENSRNOT00000080114,Sult1d1,60393,14,22091777,22126021,1
ENSRNOG00000022021,ENSRNOT00000002513,Spag6l,291340,17,85382116,85437975,1
ENSRNOG00000020953,ENSRNOT00000028443,Ms4a7,293744,1,227490777,227506822,-1
ENSRNOG00000020953,ENSRNOT00000091506,Ms4a7,293744,1,227490777,227506822,-1
ENSRNOG00000021116,ENSRNOT00000028671,Bnipl,361994,2,196415738,196425727,-1
ENSRNOG00000008058,ENSRNOT00000011107,Tmprss5,266681,8,53411316,53429420,1
ENSRNOG00000008058,ENSRNOT00000086957,Tmprss5,266681,8,53411316,53429420,1
ENSRNOG00000013110,ENSRNOT00000017712,Nudt2,297998,5,57845819,57860658,1
ENSRNOG00000053122,ENSRNOT00000083552,,81574,3,52381975,52510507,-1
ENSRNOG00000053122,ENSRNOT00000091259,,81574,3,52381975,52510507,-1
ENSRNOG00000051501,ENSRNOT00000090781,,,14,107604133,107604245,1
ENSRNOG00000050670,ENSRNOT00000074042,,685355,5,117354794,117360654,1
ENSRNOG00000030213,ENSRNOT00000057522,,,8,73682887,73842928,1
ENSRNOG00000018272,ENSRNOT00000046314,Zfp511,293586,1,212359177,212363668,1
ENSRNOG00000046624,ENSRNOT00000074344,,,2,208356804,208357184,-1
ENSRNOG00000059982,ENSRNOT00000085376,,100910599,15,35571103,35572047,1
ENSRNOG00000020333,ENSRNOT00000027553,Cirh1a,291987,19,39087990,39116125,1
ENSRNOG00000010514,ENSRNOT00000014354,Cachd1,298267,5,119727839,119831634,1
ENSRNOG00000055135,ENSRNOT00000080310,,,10,93386325,93386468,1
ENSRNOG00000054215,ENSRNOT00000081955,,,1,172971182,172972128,1
ENSRNOG00000058436,ENSRNOT00000089298,,361487,1,61445672,61509765,1
ENSRNOG00000057932,ENSRNOT00000077420,,,14,114778047,114778153,-1
ENSRNOG00000015857,ENSRNOT00000066028,Ctsa,296370,3,161298962,161304625,1
ENSRNOG00000061450,ENSRNOT00000087785,Homer2,29547,1,143443300,143535583,-1
ENSRNOG00000022859,ENSRNOT00000049193,Trem1,301229,9,14727976,14809447,-1
ENSRNOG00000008839,ENSRNOT00000082969,Pparg,25664,4,147274107,147399380,1
ENSRNOG00000008839,ENSRNOT00000051858,Pparg,25664,4,147274107,147399380,1
ENSRNOG00000008839,ENSRNOT00000012137,Pparg,25664,4,147274107,147399380,1
ENSRNOG00000049312,ENSRNOT00000046676,,,19,458112,462559,-1
ENSRNOG00000033109,ENSRNOT00000046980,,,15,32780072,32780603,-1
ENSRNOG00000060855,ENSRNOT00000086295,,,5,133028734,133028832,1
ENSRNOG00000008683,ENSRNOT00000011630,Alk,,6,22696397,23203775,1
ENSRNOG00000028913,ENSRNOT00000058760,LOC688970,,17,89452814,89454038,1
ENSRNOG00000028913,ENSRNOT00000058760,LOC689287,,17,89452814,89454038,1
ENSRNOG00000028913,ENSRNOT00000058760,RGD1561231,,17,89452814,89454038,1
ENSRNOG00000061314,ENSRNOT00000081428,,,14,40599962,40600022,1
ENSRNOG00000001416,ENSRNOT00000041808,LOC100909521,29461,12,22677607,22680630,-1
ENSRNOG00000001416,ENSRNOT00000041808,Vgf,29461,12,22677607,22680630,-1
ENSRNOG00000050233,ENSRNOT00000089790,Cchcr1,,20,3730955,3740009,-1
ENSRNOG00000050233,ENSRNOT00000074049,Cchcr1,,20,3730955,3740009,-1
ENSRNOG00000050233,ENSRNOT00000081015,Cchcr1,,20,3730955,3740009,-1
ENSRNOG00000050233,ENSRNOT00000084918,Cchcr1,,20,3730955,3740009,-1
ENSRNOG00000060307,ENSRNOT00000083022,Ten1,360664,10,105073077,105095094,1
ENSRNOG00000060307,ENSRNOT00000086382,Ten1,360664,10,105073077,105095094,1
ENSRNOG00000060307,ENSRNOT00000087084,Ten1,360664,10,105073077,105095094,1
ENSRNOG00000024509,ENSRNOT00000020876,Trim52,290458,15,90364605,90366284,1
ENSRNOG00000007324,ENSRNOT00000009900,Plxna2,289392,13,113373578,113571648,1
ENSRNOG00000058210,ENSRNOT00000077410,,,5,144877351,144877475,-1
ENSRNOG00000033761,ENSRNOT00000042910,Lcn1,65039,3,4233111,4236960,1
ENSRNOG00000048407,ENSRNOT00000073438,LOC100912070,100912070,1,91152635,91156060,1
ENSRNOG00000005478,ENSRNOT00000007821,Fkbp9,297123,4,87167514,87234197,1
ENSRNOG00000035518,ENSRNOT00000053641,Mir217,,14,113119529,113119633,1
ENSRNOG00000053791,ENSRNOT00000085082,,,15,30156810,30157685,-1
ENSRNOG00000026065,ENSRNOT00000034758,Slit1,65047,1,260843483,260992366,-1
ENSRNOG00000026065,ENSRNOT00000035415,Slit1,65047,1,260843483,260992366,-1
ENSRNOG00000031391,ENSRNOT00000045306,Ceacam16,292700,1,80773819,80783898,-1
ENSRNOG00000048698,ENSRNOT00000073017,LOC683961,,5,57657909,57658376,1
ENSRNOG00000012229,ENSRNOT00000016471,T,292301,1,52887067,52894832,-1
ENSRNOG00000018290,ENSRNOT00000024611,Alx3,,2,210381829,210386928,1
ENSRNOG00000048853,ENSRNOT00000074117,Slc25a41,301114,9,10004805,10012611,1
ENSRNOG00000061276,ENSRNOT00000079922,,,14,40338465,40338571,-1
ENSRNOG00000054677,ENSRNOT00000085234,,,14,21957013,21960871,-1
ENSRNOG00000054476,ENSRNOT00000080214,,,3,86024925,86025015,-1
ENSRNOG00000011174,ENSRNOT00000014842,Fpr1,292409,1,59765835,59767042,1
ENSRNOG00000046275,ENSRNOT00000057179,,100910833,6,131602413,131648661,-1
ENSRNOG00000021795,ENSRNOT00000078320,Fam227a,300074,7,120846330,120882392,-1
ENSRNOG00000021795,ENSRNOT00000056179,Fam227a,300074,7,120846330,120882392,-1
ENSRNOG00000021795,ENSRNOT00000056178,Fam227a,300074,7,120846330,120882392,-1
ENSRNOG00000015845,ENSRNOT00000021689,Fam129b,362115,3,11921715,11971327,1
ENSRNOG00000018885,ENSRNOT00000032933,LOC100910046,,1,84584596,84598186,1
ENSRNOG00000029889,ENSRNOT00000017943,Clca4,362053,2,250843165,250862419,-1
ENSRNOG00000045618,ENSRNOT00000072037,,,X,107584653,107585312,1
ENSRNOG00000040219,ENSRNOT00000061899,RGD1564095,,5,12406988,12407332,1
ENSRNOG00000025639,ENSRNOT00000044313,Slc39a12,291328,17,81455955,81541759,1
ENSRNOG00000059334,ENSRNOT00000089876,,306129,15,93647503,93667395,-1
ENSRNOG00000057861,ENSRNOT00000080341,,,14,85277041,85277149,1
ENSRNOG00000049174,ENSRNOT00000047909,Olr839,298734,5,59312733,59313689,-1
ENSRNOG00000022877,ENSRNOT00000055988,Poldip3,315170,7,123992167,124020574,-1
ENSRNOG00000022877,ENSRNOT00000082524,Poldip3,315170,7,123992167,124020574,-1
ENSRNOG00000010691,ENSRNOT00000014234,Cmtm3,291813,19,830877,838099,-1
ENSRNOG00000061789,ENSRNOT00000081436,,,15,32188736,32189261,1
ENSRNOG00000027257,ENSRNOT00000039607,Gmip,306357,16,21349652,21362955,-1
ENSRNOG00000061517,ENSRNOT00000092070,,,3,94518640,94518769,1
ENSRNOG00000049711,ENSRNOT00000071385,Olr674,404825,3,77825571,77826506,-1
ENSRNOG00000049711,ENSRNOT00000071385,LOC100912370,404825,3,77825571,77826506,-1
ENSRNOG00000049711,ENSRNOT00000071385,Olr675,404825,3,77825571,77826506,-1
ENSRNOG00000006802,ENSRNOT00000008879,Lrrn1,500280,4,139670092,139673143,1
ENSRNOG00000060295,ENSRNOT00000077230,,,5,135727543,135727603,1
ENSRNOG00000060295,ENSRNOT00000077230,,,5,135727543,135727603,1
ENSRNOG00000045758,ENSRNOT00000072473,,,14,63295449,63295584,-1
ENSRNOG00000037137,ENSRNOT00000056024,Svip,499157,1,107368117,107373807,-1
ENSRNOG00000048397,ENSRNOT00000074114,Sephs2,,1,198719162,198721476,-1
ENSRNOG00000033186,ENSRNOT00000052060,,,15,32916900,32917256,-1
ENSRNOG00000047517,ENSRNOT00000075206,Oxld1,,10,109628772,109630005,-1
ENSRNOG00000018337,ENSRNOT00000024765,Caly,192349,1,212537848,212549477,-1
ENSRNOG00000018337,ENSRNOT00000089729,Caly,192349,1,212537848,212549477,-1
ENSRNOG00000001429,ENSRNOT00000001940,Lrwd1,304396,12,23574187,23587276,1
ENSRNOG00000040273,ENSRNOT00000013741,,,1,93242050,93242493,1
ENSRNOG00000047065,ENSRNOT00000075226,Spink2,408234,14,33247274,33253913,1
ENSRNOG00000047065,ENSRNOT00000075226,Spink2,100910138,14,33247274,33253913,1
ENSRNOG00000009176,ENSRNOT00000013146,Mkrn2,297525,4,147514120,147532084,1
ENSRNOG00000058179,ENSRNOT00000085773,,,5,74897005,74897291,-1
ENSRNOG00000033505,ENSRNOT00000041134,Olr837,405207,5,59278263,59279210,-1
ENSRNOG00000000552,ENSRNOT00000046537,Col13a1,499431,20,31456852,31598118,-1
ENSRNOG00000000552,ENSRNOT00000085877,Col13a1,499431,20,31456852,31598118,-1
ENSRNOG00000046512,ENSRNOT00000040596,Olr1582,289240,13,91711995,91712936,1
ENSRNOG00000024243,ENSRNOT00000026793,Cadm4,365216,1,81365138,81370109,1
ENSRNOG00000006298,ENSRNOT00000008281,Cpne3,313087,5,33528154,33574596,-1
ENSRNOG00000009921,ENSRNOT00000013175,Serpina3m,299276,6,127808785,127816055,-1
ENSRNOG00000028690,ENSRNOT00000037043,LOC100362366,,3,24600603,24601063,-1
ENSRNOG00000028690,ENSRNOT00000037043,LOC100364909,,3,24600603,24601063,-1
ENSRNOG00000055542,ENSRNOT00000084689,,497787,4,121778227,121779159,1
ENSRNOG00000035508,ENSRNOT00000053631,Mir200b,,5,173490144,173490238,-1
ENSRNOG00000060716,ENSRNOT00000071177,,,1,61219351,61220289,1
ENSRNOG00000010428,ENSRNOT00000013878,Bahd1,362194,3,110723481,110732060,1
ENSRNOG00000049983,ENSRNOT00000074767,Shd,316507,9,11089106,11096704,-1
ENSRNOG00000033862,ENSRNOT00000050490,Olr836,298394,5,59265334,59266293,-1
ENSRNOG00000052690,ENSRNOT00000072808,,,X,153677811,153678884,1
ENSRNOG00000018069,ENSRNOT00000024337,Ngdn,305887,15,33677597,33684840,1
ENSRNOG00000051203,ENSRNOT00000076296,,,2,208555595,208557785,-1
ENSRNOG00000051203,ENSRNOT00000076549,,,2,208555595,208557785,-1
ENSRNOG00000052605,ENSRNOT00000090986,,,5,118553565,118553667,1
ENSRNOG00000054198,ENSRNOT00000085700,,,4,93722951,93723083,-1
ENSRNOG00000049190,ENSRNOT00000073447,LOC100910637,404999,1,169660076,169661044,1
ENSRNOG00000049190,ENSRNOT00000073447,Olr160,404999,1,169660076,169661044,1
ENSRNOG00000014050,ENSRNOT00000019184,Ptges2,311865,3,11424099,11431402,1
ENSRNOG00000003071,ENSRNOT00000076922,Vamp4,364033,13,80460694,80483600,1
ENSRNOG00000003071,ENSRNOT00000076601,Vamp4,364033,13,80460694,80483600,1
ENSRNOG00000003071,ENSRNOT00000076324,Vamp4,364033,13,80460694,80483600,1
ENSRNOG00000003071,ENSRNOT00000004243,Vamp4,364033,13,80460694,80483600,1
ENSRNOG00000026974,ENSRNOT00000014090,Dbndd1,361437,19,56302705,56311991,-1
ENSRNOG00000022156,ENSRNOT00000050933,Ccdc178,307556,18,13018620,13183263,-1
ENSRNOG00000022255,ENSRNOT00000036948,Tmprss11e,305265,14,23089699,23111252,1
ENSRNOG00000053395,ENSRNOT00000079710,Olr505,404882,3,73779041,73779982,-1
ENSRNOG00000031173,ENSRNOT00000047698,Snd1,64635,4,55772377,56171668,1
ENSRNOG00000031173,ENSRNOT00000048252,Snd1,64635,4,55772377,56171668,1
ENSRNOG00000055292,ENSRNOT00000087602,,,5,25725683,25728311,1
ENSRNOG00000016977,ENSRNOT00000022943,Calb2,117059,19,41482728,41509658,1
ENSRNOG00000009438,ENSRNOT00000012500,Serpina6,299270,6,127523906,127534247,-1
ENSRNOG00000032922,ENSRNOT00000078337,Dclk1,83825,2,144646308,144939389,1
ENSRNOG00000032922,ENSRNOT00000019748,Dclk1,83825,2,144646308,144939389,1
ENSRNOG00000032922,ENSRNOT00000072110,Dclk1,83825,2,144646308,144939389,1
ENSRNOG00000055689,ENSRNOT00000086517,,,3,66268950,66269163,1
ENSRNOG00000019459,ENSRNOT00000026341,Oaz1,25502,7,11752412,11754508,-1
ENSRNOG00000014060,ENSRNOT00000050374,Mras,25482,8,107629028,107681512,-1
ENSRNOG00000014060,ENSRNOT00000077963,Mras,25482,8,107629028,107681512,-1
ENSRNOG00000007420,ENSRNOT00000009775,Hrh1,24448,4,146455332,146457074,1
ENSRNOG00000013704,ENSRNOT00000019023,Cps1,497840,9,74124016,74236274,1
ENSRNOG00000013704,ENSRNOT00000076059,Cps1,497840,9,74124016,74236274,1
ENSRNOG00000009693,ENSRNOT00000012848,Olr476,295746,3,73400109,73401074,-1
ENSRNOG00000018476,ENSRNOT00000024976,Fuom,293587,1,212563714,212568224,-1
ENSRNOG00000018476,ENSRNOT00000024976,Fuom,100911225,1,212563714,212568224,-1
ENSRNOG00000018476,ENSRNOT00000024976,LOC100911225,293587,1,212563714,212568224,-1
ENSRNOG00000018476,ENSRNOT00000024976,LOC100911225,100911225,1,212563714,212568224,-1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100911527,502965,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100911527,502966,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100911527,100911527,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100912859,502965,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100912859,502966,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,LOC100912859,100911527,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1560539,502965,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1560539,502966,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1560539,100911527,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1561827,502965,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1561827,502966,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1561827,100911527,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1565911,502965,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1565911,502966,5,87354042,87354596,1
ENSRNOG00000042840,ENSRNOT00000068178,RGD1565911,100911527,5,87354042,87354596,1
ENSRNOG00000031671,ENSRNOT00000051804,Rasgef1a,312664,4,150133590,150142713,1
ENSRNOG00000061144,ENSRNOT00000083541,,,14,36664720,36664841,-1
ENSRNOG00000002314,ENSRNOT00000003193,LOC103689943,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,LOC103689943,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,LOC103689943,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,LOC103689943,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000003193,LOC103689943,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,LOC103689943,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,LOC103689943,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,LOC103689943,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000003193,LOC678813,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,LOC678813,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,LOC678813,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,LOC678813,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000003193,LOC678813,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,LOC678813,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,LOC678813,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,LOC678813,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000003193,Marf1,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,Marf1,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,Marf1,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,Marf1,678813,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000003193,Marf1,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000075870,Marf1,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000077828,Marf1,103689943,10,28243,72912,1
ENSRNOG00000002314,ENSRNOT00000087156,Marf1,103689943,10,28243,72912,1
ENSRNOG00000003063,ENSRNOT00000076850,Phka1,64561,X,72377021,72515366,-1
ENSRNOG00000003063,ENSRNOT00000076725,Phka1,64561,X,72377021,72515366,-1
ENSRNOG00000003063,ENSRNOT00000041138,Phka1,64561,X,72377021,72515366,-1
ENSRNOG00000003063,ENSRNOT00000075929,Phka1,64561,X,72377021,72515366,-1
ENSRNOG00000003063,ENSRNOT00000076235,Phka1,64561,X,72377021,72515366,-1
ENSRNOG00000020057,ENSRNOT00000027202,Tex101,207113,1,81529781,81534140,-1
ENSRNOG00000004925,ENSRNOT00000080285,Ppp1r12a,116670,7,51404919,51515373,-1
ENSRNOG00000004925,ENSRNOT00000050037,Ppp1r12a,116670,7,51404919,51515373,-1
ENSRNOG00000004925,ENSRNOT00000006773,Ppp1r12a,116670,7,51404919,51515373,-1
ENSRNOG00000004925,ENSRNOT00000041473,Ppp1r12a,116670,7,51404919,51515373,-1
ENSRNOG00000042719,ENSRNOT00000045085,LOC100911147,100911147,1,71606503,71630403,1
ENSRNOG00000047836,ENSRNOT00000043673,RGD1565617,679997,3,19320304,19320915,-1
ENSRNOG00000001436,ENSRNOT00000001954,Ywhag,56010,12,23789638,23817883,1
ENSRNOG00000001436,ENSRNOT00000084730,Ywhag,56010,12,23789638,23817883,1
ENSRNOG00000017100,ENSRNOT00000023395,LOC100910779,114217,17,89704102,89741321,-1
ENSRNOG00000017100,ENSRNOT00000023395,LOC100910779,100910779,17,89704102,89741321,-1
ENSRNOG00000017100,ENSRNOT00000023395,Yme1l1,114217,17,89704102,89741321,-1
ENSRNOG00000017100,ENSRNOT00000023395,Yme1l1,100910779,17,89704102,89741321,-1
ENSRNOG00000026265,ENSRNOT00000033723,Magec2,317590,X,145357553,145362426,1
ENSRNOG00000006911,ENSRNOT00000009028,Sptb,314251,6,99659651,99783047,-1
ENSRNOG00000036742,ENSRNOT00000021514,Uqcrc2,293448,1,190555177,190585734,1
ENSRNOG00000057525,ENSRNOT00000090274,,,14,58613175,58613278,1
ENSRNOG00000054571,ENSRNOT00000082343,,,1,131059170,131059258,-1
ENSRNOG00000060805,ENSRNOT00000091199,,,5,81732195,81732301,-1
ENSRNOG00000056750,ENSRNOT00000080803,Olr678,295884,3,77892712,77893647,-1
ENSRNOG00000013807,ENSRNOT00000018526,Dmc1,362960,7,120796217,120839577,-1
ENSRNOG00000018266,ENSRNOT00000024667,Slc23a3,367298,9,82328173,82336806,-1
ENSRNOG00000020250,ENSRNOT00000027450,Pcgf6,309457,1,266811420,266830976,-1
ENSRNOG00000006120,ENSRNOT00000008497,Shh,29499,4,718538,727691,-1
ENSRNOG00000008223,ENSRNOT00000010850,Cnr1,25248,5,49311030,49333056,1
ENSRNOG00000010539,ENSRNOT00000013994,Mcat,315173,7,124412762,124423832,-1
ENSRNOG00000054412,ENSRNOT00000081393,,,5,159609502,159609608,1
ENSRNOG00000030914,ENSRNOT00000052130,RGD1559493,500516,5,126196071,126221916,-1
ENSRNOG00000045558,ENSRNOT00000084709,Cd34,305081,13,113691932,113711647,1
ENSRNOG00000045558,ENSRNOT00000057160,Cd34,305081,13,113691932,113711647,1
ENSRNOG00000045558,ENSRNOT00000084709,LOC100911324,305081,13,113691932,113711647,1
ENSRNOG00000045558,ENSRNOT00000057160,LOC100911324,305081,13,113691932,113711647,1
ENSRNOG00000012046,ENSRNOT00000016302,Prmt5,364382,15,33156492,33165895,-1
ENSRNOG00000037415,ENSRNOT00000056615,,,1,89869772,89871299,-1
ENSRNOG00000000155,ENSRNOT00000000168,Cog3,361073,15,57755189,57805184,-1
ENSRNOG00000056837,ENSRNOT00000084670,Abr,287537,10,64567268,64657089,-1
ENSRNOG00000056837,ENSRNOT00000080703,Abr,287537,10,64567268,64657089,-1
ENSRNOG00000007732,ENSRNOT00000087884,Slc35c1,311204,3,81361056,81368442,-1
ENSRNOG00000007732,ENSRNOT00000067509,Slc35c1,311204,3,81361056,81368442,-1
ENSRNOG00000047359,ENSRNOT00000073194,LOC100910670,405364,1,169669528,169670487,1
ENSRNOG00000047359,ENSRNOT00000073194,Olr161,405364,1,169669528,169670487,1
ENSRNOG00000023434,ENSRNOT00000039564,Lrtomt,308868,1,166986013,166988062,-1
ENSRNOG00000011891,ENSRNOT00000015931,Atp6v1b2,117596,16,22326529,22350155,-1
ENSRNOG00000049110,ENSRNOT00000071505,Dpm2,29640,3,11587941,11590528,1
ENSRNOG00000007738,ENSRNOT00000087075,Hm13,311545,3,148150698,148189623,1
ENSRNOG00000007738,ENSRNOT00000010251,Hm13,311545,3,148150698,148189623,1
ENSRNOG00000031344,ENSRNOT00000049192,,,5,90796769,90797476,-1
ENSRNOG00000009646,ENSRNOT00000013382,Nyx,302516,X,10197547,10218583,-1
ENSRNOG00000046764,ENSRNOT00000075414,,686581,14,23245653,23283092,1
ENSRNOG00000020634,ENSRNOT00000028022,Pih1d1,292898,1,101152734,101156805,1
ENSRNOG00000059007,ENSRNOT00000082333,,,4,102665529,102666188,1
ENSRNOG00000006450,ENSRNOT00000049070,Erbb2,24337,10,86367596,86391728,1
ENSRNOG00000006450,ENSRNOT00000009114,Erbb2,24337,10,86367596,86391728,1
ENSRNOG00000006450,ENSRNOT00000078744,Erbb2,24337,10,86367596,86391728,1
ENSRNOG00000052023,ENSRNOT00000089393,,,1,88374496,88387424,-1
ENSRNOG00000001434,ENSRNOT00000001952,Zp3,114639,12,23735223,23742190,-1
ENSRNOG00000012954,ENSRNOT00000063950,Eefsec,500255,4,120194335,120390187,-1
ENSRNOG00000012954,ENSRNOT00000017323,Eefsec,500255,4,120194335,120390187,-1
ENSRNOG00000018770,ENSRNOT00000025362,Pmaip1,492821,18,62174670,62181102,1
ENSRNOG00000036692,ENSRNOT00000054962,Gcgr,24953,10,109707962,109716128,1
ENSRNOG00000036692,ENSRNOT00000088898,Gcgr,24953,10,109707962,109716128,1
ENSRNOG00000036692,ENSRNOT00000083601,Gcgr,24953,10,109707962,109716128,1
ENSRNOG00000005287,ENSRNOT00000035826,Syne3,299356,6,128641214,128727374,-1
ENSRNOG00000005287,ENSRNOT00000082152,Syne3,299356,6,128641214,128727374,-1
ENSRNOG00000024364,ENSRNOT00000031033,Enkd1,291975,19,37670624,37675077,-1
ENSRNOG00000059519,ENSRNOT00000080175,Bbox1,64564,3,101427055,101474890,-1
ENSRNOG00000059519,ENSRNOT00000091869,Bbox1,64564,3,101427055,101474890,-1
ENSRNOG00000053239,ENSRNOT00000080288,Clmp,286939,8,44847157,44975457,1
ENSRNOG00000023943,ENSRNOT00000045855,Gbp1,,2,248398917,248409570,1
ENSRNOG00000015413,ENSRNOT00000021200,Qpctl,292687,1,80047504,80056574,-1
ENSRNOG00000048403,ENSRNOT00000075109,,,1,193022382,193022458,-1
ENSRNOG00000014328,ENSRNOT00000019404,Frs3,316213,9,15297895,15306465,-1
ENSRNOG00000005614,ENSRNOT00000078528,Txn2,79462,7,119144351,119158201,-1
ENSRNOG00000005614,ENSRNOT00000067483,Txn2,79462,7,119144351,119158201,-1
ENSRNOG00000019143,ENSRNOT00000080860,Galnt2,292090,19,57047830,57115132,1
