ensembl_gene_id,illumina_humanht_12_v4
ENSG00000251585,
ENSG00000116652,ILMN_2143011
ENSG00000167074,ILMN_1706511
ENSG00000167074,
ENSG00000248363,
ENSG00000230474,
ENSG00000277649,
ENSG00000233264,ILMN_3288280
ENSG00000233264,ILMN_3198679
ENSG00000116745,ILMN_1686770
ENSG00000122376,
ENSG00000122376,ILMN_1761594
ENSG00000223572,ILMN_1715476
ENSG00000223572,
ENSG00000275735,
ENSG00000254878,
ENSG00000236612,
ENSG00000276551,
ENSG00000142798,
ENSG00000162241,ILMN_1810727
ENSG00000162241,ILMN_2371397
ENSG00000162241,
ENSG00000272872,
ENSG00000112208,ILMN_3244893
ENSG00000163154,ILMN_1744113
ENSG00000228080,
ENSG00000242022,
ENSG00000280789,ILMN_1727444
ENSG00000280789,ILMN_1724424
ENSG00000280789,ILMN_2194828
ENSG00000230578,ILMN_1707002
ENSG00000275597,
ENSG00000279069,
ENSG00000227446,
ENSG00000000971,ILMN_1810910
ENSG00000000971,ILMN_1698144
ENSG00000000971,ILMN_2412192
ENSG00000000971,ILMN_1657803
ENSG00000000971,
ENSG00000166508,ILMN_1663195
ENSG00000166508,ILMN_1704702
ENSG00000166508,ILMN_1800654
ENSG00000227420,
ENSG00000270607,
ENSG00000233182,
ENSG00000220918,
ENSG00000226580,
ENSG00000139636,ILMN_1847220
ENSG00000139636,ILMN_1757165
ENSG00000139636,
ENSG00000237125,ILMN_3241944
ENSG00000237125,ILMN_1887267
ENSG00000237125,
ENSG00000255301,
ENSG00000184497,ILMN_1792014
ENSG00000184497,ILMN_1723300
ENSG00000184497,ILMN_2343273
ENSG00000184497,
ENSG00000184497,ILMN_1739483
ENSG00000085465,ILMN_1734542
ENSG00000085465,
ENSG00000198398,ILMN_1704022
ENSG00000259587,
ENSG00000138075,ILMN_1716592
ENSG00000089154,ILMN_1734312
ENSG00000089154,
ENSG00000246334,
ENSG00000108590,ILMN_1756041
ENSG00000108590,ILMN_3251451
ENSG00000108590,
ENSG00000112214,
ENSG00000112214,ILMN_1669023
ENSG00000276963,ILMN_3235446
ENSG00000280396,
ENSG00000175426,ILMN_1710859
ENSG00000175426,ILMN_2081813
ENSG00000175426,
ENSG00000205054,
ENSG00000205054,ILMN_1787555
ENSG00000276030,
ENSG00000205209,
ENSG00000205209,ILMN_1768756
ENSG00000123576,ILMN_1807726
ENSG00000272887,ILMN_3235685
ENSG00000215482,
ENSG00000249021,
ENSG00000180139,
ENSG00000268193,
ENSG00000237447,ILMN_3285055
ENSG00000267388,
ENSG00000236195,
ENSG00000273132,
ENSG00000213881,ILMN_1678775
ENSG00000109736,ILMN_1674874
ENSG00000109736,
ENSG00000130396,
ENSG00000130396,ILMN_1746277
ENSG00000130396,ILMN_1651310
ENSG00000115902,
ENSG00000115902,ILMN_1656904
ENSG00000256073,ILMN_1728403
ENSG00000260364,
ENSG00000230170,ILMN_1675894
ENSG00000198720,
ENSG00000198720,ILMN_1794070
ENSG00000103343,ILMN_1719202
ENSG00000103343,
ENSG00000103343,ILMN_1704362
ENSG00000268230,ILMN_1736007
ENSG00000268230,
ENSG00000101115,ILMN_1695687
ENSG00000101115,
ENSG00000169239,
ENSG00000169239,ILMN_1672807
ENSG00000264458,
ENSG00000279858,
ENSG00000178107,ILMN_3294499
ENSG00000216636,
ENSG00000231093,
ENSG00000183981,ILMN_1726435
ENSG00000141542,
ENSG00000183169,
ENSG00000175505,ILMN_1661197
ENSG00000175505,
ENSG00000275621,
ENSG00000136732,ILMN_1668039
ENSG00000136732,ILMN_1682332
ENSG00000136732,
ENSG00000269416,
ENSG00000146666,ILMN_1780968
ENSG00000162804,ILMN_1652066
ENSG00000162804,ILMN_1706945
ENSG00000162804,
ENSG00000271074,
ENSG00000229339,
ENSG00000145012,
ENSG00000145012,ILMN_1651254
ENSG00000173848,ILMN_2359345
ENSG00000173848,ILMN_1758311
ENSG00000173848,ILMN_2267535
ENSG00000173848,
ENSG00000276403,
ENSG00000227780,
ENSG00000189068,
ENSG00000135175,ILMN_3240349
ENSG00000127720,ILMN_1745497
ENSG00000127720,
ENSG00000105982,
ENSG00000105982,ILMN_2215043
ENSG00000105982,ILMN_2215040
ENSG00000237886,ILMN_1857335
ENSG00000268683,
ENSG00000257875,
ENSG00000276531,
ENSG00000230605,
ENSG00000249503,
ENSG00000277801,
ENSG00000248172,
ENSG00000272370,
ENSG00000233606,
ENSG00000131373,
ENSG00000278181,
ENSG00000140948,ILMN_1743456
ENSG00000140948,
ENSG00000279160,
ENSG00000260962,ILMN_1889874
ENSG00000206531,ILMN_1657358
ENSG00000206531,ILMN_3239639
ENSG00000206531,
ENSG00000255505,
ENSG00000213900,
ENSG00000224954,
ENSG00000225735,
ENSG00000169662,
ENSG00000213326,ILMN_3288218
ENSG00000213326,ILMN_3209676
ENSG00000270624,ILMN_3292188
ENSG00000175787,ILMN_1696583
ENSG00000175787,
ENSG00000183566,ILMN_3182301
ENSG00000183566,ILMN_3265434
ENSG00000183566,ILMN_1787830
ENSG00000257991,
ENSG00000254855,
ENSG00000086712,ILMN_1882000
ENSG00000143013,ILMN_2117171
ENSG00000143013,ILMN_1703487
ENSG00000143013,
ENSG00000264707,
ENSG00000258380,
ENSG00000282336,
ENSG00000198189,ILMN_1735367
ENSG00000198189,ILMN_1675117
ENSG00000134539,ILMN_1799134
ENSG00000134539,ILMN_2386453
ENSG00000134539,ILMN_1797988
ENSG00000134539,
ENSG00000258436,ILMN_1742118
ENSG00000282426,
ENSG00000216285,ILMN_2112417
ENSG00000213759,ILMN_2162819
ENSG00000213759,ILMN_1810233
ENSG00000213759,
ENSG00000183214,
ENSG00000167578,
ENSG00000167578,ILMN_2109994
ENSG00000167578,ILMN_1761896
ENSG00000121104,ILMN_1745533
ENSG00000121104,
ENSG00000228065,
ENSG00000231084,
ENSG00000068400,ILMN_1761176
ENSG00000068400,ILMN_1719857
ENSG00000068400,ILMN_1724704
ENSG00000068400,ILMN_2235745
ENSG00000068400,
ENSG00000262172,
ENSG00000272334,
ENSG00000238101,
ENSG00000243245,
ENSG00000234385,
ENSG00000251639,
ENSG00000271375,ILMN_3240397
ENSG00000234450,
ENSG00000124177,ILMN_2209163
ENSG00000124177,ILMN_1781816
ENSG00000124177,
ENSG00000225764,
ENSG00000253693,
ENSG00000253390,
ENSG00000228127,
ENSG00000274579,
ENSG00000149534,
ENSG00000149534,ILMN_1806721
ENSG00000239528,
ENSG00000132164,ILMN_1798577
ENSG00000132164,
ENSG00000280406,
ENSG00000214204,ILMN_1661346
ENSG00000164880,ILMN_1793854
ENSG00000164880,ILMN_2317463
ENSG00000164880,
ENSG00000237576,
ENSG00000258051,
ENSG00000232421,
ENSG00000267142,ILMN_3278603
ENSG00000204560,
ENSG00000023892,
ENSG00000230137,
ENSG00000231947,
ENSG00000106049,ILMN_1804150
ENSG00000106049,
ENSG00000077684,ILMN_1794473
ENSG00000077684,ILMN_1736015
ENSG00000077684,ILMN_1655194
ENSG00000077684,
ENSG00000229043,
ENSG00000188517,
ENSG00000188517,ILMN_1791112
ENSG00000269891,
ENSG00000081692,ILMN_1692896
ENSG00000081692,
ENSG00000224514,
ENSG00000236678,
ENSG00000236678,ILMN_1841019
ENSG00000229074,
ENSG00000107679,
ENSG00000107679,ILMN_2394250
ENSG00000107679,ILMN_1828754
ENSG00000107679,ILMN_1662839
ENSG00000269506,
ENSG00000120149,ILMN_1766951
ENSG00000174586,
ENSG00000269321,
ENSG00000204918,ILMN_3246286
ENSG00000204918,ILMN_1709738
ENSG00000204918,ILMN_2284930
ENSG00000204918,ILMN_3246071
ENSG00000204918,ILMN_3246169
ENSG00000204918,ILMN_3245936
ENSG00000167232,
ENSG00000167232,ILMN_1802053
ENSG00000272505,
ENSG00000134061,ILMN_1665647
ENSG00000134061,
ENSG00000144455,
ENSG00000144455,ILMN_1753472
ENSG00000254487,
ENSG00000260972,
ENSG00000141293,ILMN_1751400
ENSG00000141293,
ENSG00000261143,ILMN_1772239
ENSG00000261143,
ENSG00000267690,ILMN_1842305
ENSG00000237860,
ENSG00000232891,
ENSG00000269575,
ENSG00000271330,
ENSG00000244215,
ENSG00000255177,
ENSG00000141858,ILMN_1658821
ENSG00000141858,
ENSG00000226230,
ENSG00000229961,ILMN_1881779
ENSG00000270996,
ENSG00000229717,
ENSG00000226309,
ENSG00000272807,
ENSG00000229820,
ENSG00000100121,ILMN_2403896
ENSG00000100121,ILMN_1651236
ENSG00000100121,ILMN_1813658
ENSG00000100121,ILMN_1674293
ENSG00000064195,ILMN_1789357
ENSG00000064195,
ENSG00000217178,
ENSG00000135940,
ENSG00000135940,ILMN_1894862
ENSG00000270601,ILMN_2094648
ENSG00000270601,ILMN_3248722
ENSG00000270601,ILMN_1718135
ENSG00000205312,ILMN_2185022
ENSG00000205312,ILMN_1727005
ENSG00000205312,ILMN_3297867
ENSG00000135315,ILMN_1781174
ENSG00000135315,
ENSG00000271192,ILMN_1859744
ENSG00000266651,
ENSG00000224524,
ENSG00000235886,
ENSG00000250866,
ENSG00000184014,ILMN_1785356
ENSG00000184014,ILMN_3245413
ENSG00000184014,
ENSG00000232522,
ENSG00000261829,
ENSG00000235300,
ENSG00000104848,ILMN_1715088
ENSG00000105849,ILMN_1781121
ENSG00000105849,
ENSG00000111716,ILMN_1728132
ENSG00000111716,
ENSG00000270966,ILMN_1827261
ENSG00000224536,
ENSG00000168398,ILMN_1684086
ENSG00000168398,
ENSG00000216998,
ENSG00000227706,ILMN_3256636
ENSG00000278810,
ENSG00000273883,
ENSG00000255112,ILMN_1763265
ENSG00000255112,
ENSG00000237052,
ENSG00000273321,
ENSG00000274454,
ENSG00000043462,ILMN_1658962
ENSG00000043462,
ENSG00000181780,
ENSG00000170946,
ENSG00000170946,ILMN_1685930
ENSG00000136718,ILMN_2156982
ENSG00000136718,
ENSG00000269172,
ENSG00000240857,ILMN_2222984
ENSG00000240857,ILMN_1705469
ENSG00000004939,ILMN_3217354
ENSG00000004939,ILMN_3285762
ENSG00000004939,ILMN_1772809
ENSG00000004939,
ENSG00000269473,
ENSG00000170161,ILMN_3306654
ENSG00000170161,ILMN_1723210
ENSG00000170161,ILMN_1811181
ENSG00000278442,
ENSG00000236869,
ENSG00000277755,
ENSG00000233019,
ENSG00000234427,ILMN_3289699
ENSG00000255445,ILMN_3266506
ENSG00000226097,
ENSG00000254653,
ENSG00000196273,ILMN_1670143
ENSG00000196273,
ENSG00000213875,
ENSG00000260811,ILMN_1803291
ENSG00000244024,
ENSG00000250158,
ENSG00000221954,ILMN_1777706
ENSG00000221954,ILMN_2066904
ENSG00000164197,
ENSG00000143412,ILMN_1755721
ENSG00000143412,
ENSG00000259122,
ENSG00000250781,
ENSG00000267703,
ENSG00000248474,
ENSG00000101323,ILMN_2211546
ENSG00000267625,
ENSG00000280332,
ENSG00000254708,
ENSG00000230039,
ENSG00000188732,
ENSG00000188732,ILMN_1674498
ENSG00000224087,
ENSG00000248543,
ENSG00000228471,
ENSG00000117411,ILMN_1712518
ENSG00000117411,ILMN_1806508
ENSG00000117411,ILMN_1753755
ENSG00000117411,ILMN_1680732
ENSG00000117411,
ENSG00000225333,
ENSG00000173157,ILMN_1651717
ENSG00000173157,ILMN_1787908
ENSG00000173157,ILMN_1791795
ENSG00000248816,
ENSG00000274698,
ENSG00000251433,
ENSG00000238196,
ENSG00000269446,
ENSG00000205916,ILMN_1658123
ENSG00000205916,ILMN_1656021
ENSG00000205916,ILMN_1754528
ENSG00000205916,ILMN_3250196
ENSG00000229028,
ENSG00000237997,
ENSG00000232810,ILMN_1728106
ENSG00000128791,ILMN_2214144
ENSG00000128791,ILMN_1726967
ENSG00000128791,
ENSG00000146530,ILMN_1699275
ENSG00000146530,
ENSG00000240051,
ENSG00000170954,ILMN_1664292
ENSG00000170954,
ENSG00000177822,
ENSG00000177822,ILMN_1665592
ENSG00000177822,ILMN_1712916
ENSG00000279744,
ENSG00000188646,
ENSG00000266445,
ENSG00000257998,
ENSG00000165804,ILMN_1688295
ENSG00000165804,
ENSG00000144962,ILMN_1753131
ENSG00000278897,
ENSG00000223362,
ENSG00000281077,
ENSG00000235785,
ENSG00000068305,
ENSG00000068305,ILMN_3251100
ENSG00000068305,ILMN_3249825
ENSG00000068305,ILMN_1661888
ENSG00000231793,
ENSG00000105671,
ENSG00000231860,
ENSG00000274972,
ENSG00000259291,
ENSG00000274882,
ENSG00000221977,ILMN_1702807
ENSG00000171772,ILMN_1773168
ENSG00000171772,ILMN_1791356
ENSG00000171772,ILMN_3307178
ENSG00000251345,
ENSG00000215182,ILMN_1748303
ENSG00000215182,ILMN_3207537
ENSG00000215182,ILMN_3232122
ENSG00000231210,
ENSG00000254851,ILMN_1653185
ENSG00000232988,
ENSG00000275630,
ENSG00000225236,
ENSG00000261760,ILMN_3249846
ENSG00000261760,
ENSG00000271215,
ENSG00000244479,ILMN_2203549
ENSG00000244479,ILMN_1738976
ENSG00000244479,ILMN_2203544
ENSG00000244479,ILMN_2081269
ENSG00000244479,
ENSG00000175137,ILMN_1665384
ENSG00000175137,
ENSG00000138640,ILMN_1752510
ENSG00000138640,ILMN_2401258
ENSG00000138640,ILMN_1800267
ENSG00000138640,ILMN_2401253
ENSG00000138640,ILMN_2291092
ENSG00000138640,
ENSG00000105369,ILMN_1659227
ENSG00000105369,ILMN_1734878
ENSG00000105369,ILMN_2410371
ENSG00000261778,
ENSG00000223875,ILMN_3281727
ENSG00000279433,
ENSG00000253954,ILMN_1702198
ENSG00000267012,
ENSG00000151883,ILMN_1806651
ENSG00000151883,
ENSG00000151883,ILMN_1669117
ENSG00000253278,
ENSG00000171885,ILMN_1676649
ENSG00000171885,ILMN_1747683
ENSG00000171885,
ENSG00000196976,
ENSG00000248449,ILMN_1803296
ENSG00000261217,
ENSG00000213822,ILMN_3244898
ENSG00000241566,
ENSG00000261934,ILMN_1711283
ENSG00000261934,ILMN_2296644
ENSG00000261934,ILMN_2251963
ENSG00000275343,
ENSG00000275211,
ENSG00000278041,
ENSG00000155115,
ENSG00000224212,
ENSG00000237257,
ENSG00000223683,
ENSG00000259299,ILMN_1687058
ENSG00000124444,ILMN_1687711
ENSG00000124444,
ENSG00000123561,ILMN_1705243
ENSG00000231299,
ENSG00000156239,ILMN_2315569
ENSG00000156239,ILMN_1754988
ENSG00000156239,ILMN_1701077
ENSG00000160172,ILMN_1743673
ENSG00000160172,ILMN_3239168
ENSG00000160172,
ENSG00000236523,
ENSG00000178397,ILMN_2116811
ENSG00000178397,ILMN_1717219
ENSG00000178397,
ENSG00000181626,
ENSG00000275866,ILMN_1774802
ENSG00000248019,ILMN_3245879
ENSG00000248019,
ENSG00000116574,ILMN_3242586
ENSG00000228280,
ENSG00000164164,
ENSG00000164164,ILMN_1708203
ENSG00000269256,
ENSG00000153936,
ENSG00000153936,ILMN_1738987
ENSG00000277365,
ENSG00000166448,ILMN_1748812
ENSG00000166448,
ENSG00000254932,
ENSG00000224216,
ENSG00000220349,ILMN_1669427
ENSG00000243761,
ENSG00000255087,
ENSG00000186743,
ENSG00000273381,
ENSG00000277575,
ENSG00000152256,
ENSG00000152256,ILMN_1670256
ENSG00000233967,
ENSG00000240534,
ENSG00000270632,
ENSG00000276391,
ENSG00000261013,
ENSG00000206187,ILMN_3183065
ENSG00000206187,
ENSG00000213117,ILMN_3280220
ENSG00000213117,ILMN_3215381
ENSG00000227027,
ENSG00000119922,ILMN_1739428
ENSG00000275496,
ENSG00000234681,
ENSG00000077514,
ENSG00000077514,ILMN_2233552
ENSG00000077514,ILMN_1751773
ENSG00000169282,
ENSG00000169282,ILMN_1744968
ENSG00000169282,ILMN_1696189
ENSG00000169282,ILMN_1811072
ENSG00000169282,ILMN_1793236
ENSG00000203499,
ENSG00000087088,ILMN_2321064
ENSG00000087088,
ENSG00000087088,ILMN_2258383
ENSG00000087088,ILMN_1683300
ENSG00000281937,ILMN_1855355
ENSG00000144401,
ENSG00000144401,ILMN_3251137
ENSG00000144401,ILMN_2049364
ENSG00000144401,ILMN_1762888
ENSG00000144401,ILMN_3250243
ENSG00000282489,
ENSG00000185745,ILMN_1707695
ENSG00000226299,
ENSG00000274776,
ENSG00000226071,
ENSG00000211710,
ENSG00000135226,ILMN_1781859
ENSG00000135226,
ENSG00000272768,
ENSG00000265784,
ENSG00000106006,ILMN_1815570
ENSG00000250612,
ENSG00000239921,ILMN_1671627
ENSG00000239921,
ENSG00000166839,
ENSG00000166839,ILMN_1813139
ENSG00000196440,ILMN_1743345
ENSG00000196440,
ENSG00000253284,
ENSG00000249607,
ENSG00000228074,
ENSG00000140297,
ENSG00000140297,ILMN_1712082
ENSG00000186007,ILMN_1785444
ENSG00000186007,
ENSG00000211896,
ENSG00000249135,
ENSG00000281794,
ENSG00000182919,ILMN_2213297
ENSG00000182919,ILMN_1664738
ENSG00000182919,
ENSG00000265393,
ENSG00000166006,ILMN_2303010
ENSG00000166006,ILMN_1657440
ENSG00000166006,ILMN_1692156
ENSG00000253605,ILMN_1661346
ENSG00000227779,
ENSG00000089159,
ENSG00000275253,
ENSG00000236060,ILMN_3236821
ENSG00000232658,
ENSG00000175170,ILMN_3298870
ENSG00000175170,ILMN_1667804
ENSG00000175170,ILMN_3231080
ENSG00000175170,
ENSG00000215910,ILMN_3232926
ENSG00000215910,ILMN_3211262
ENSG00000215910,ILMN_1701101
ENSG00000215910,
ENSG00000149646,
ENSG00000149646,ILMN_1653103
ENSG00000187238,ILMN_1787260
ENSG00000227081,ILMN_1696839
ENSG00000243410,
ENSG00000229937,ILMN_2232953
ENSG00000229937,ILMN_1655155
ENSG00000153558,
ENSG00000153558,ILMN_1688639
ENSG00000237623,
ENSG00000120696,ILMN_1730303
ENSG00000120696,ILMN_2044293
ENSG00000156171,ILMN_1808634
ENSG00000156171,
ENSG00000127325,
ENSG00000127325,ILMN_2410182
ENSG00000127325,ILMN_1790794
ENSG00000127325,ILMN_1720600
ENSG00000246640,
ENSG00000282630,
ENSG00000270620,
ENSG00000225064,
ENSG00000235899,
ENSG00000136891,ILMN_1653529
ENSG00000136891,
ENSG00000282092,
ENSG00000220643,
ENSG00000253252,
ENSG00000187595,ILMN_1770400
ENSG00000187595,
ENSG00000275865,
ENSG00000224097,ILMN_3276859
ENSG00000224097,ILMN_3200378
ENSG00000127249,ILMN_1651303
ENSG00000127249,
ENSG00000249923,
ENSG00000232136,
ENSG00000121316,ILMN_1707286
ENSG00000121316,
ENSG00000275263,
ENSG00000243316,
ENSG00000267517,
ENSG00000260538,
ENSG00000198373,ILMN_1759173
ENSG00000198373,
ENSG00000198373,ILMN_1659703
ENSG00000198373,ILMN_1668847
ENSG00000224550,
ENSG00000233989,
ENSG00000203923,ILMN_1654459
ENSG00000225732,
ENSG00000225133,
ENSG00000237016,
ENSG00000230781,
ENSG00000264546,
ENSG00000256403,
ENSG00000230932,ILMN_3201325
ENSG00000237192,
ENSG00000254531,ILMN_1754114
ENSG00000256739,
ENSG00000149212,ILMN_1694027
ENSG00000149212,
ENSG00000176406,
ENSG00000176406,ILMN_1665257
ENSG00000257115,ILMN_2342651
ENSG00000257115,ILMN_1679870
ENSG00000230694,
ENSG00000236297,
ENSG00000175866,
ENSG00000175866,ILMN_2258749
ENSG00000175866,ILMN_1705922
ENSG00000138670,
ENSG00000154764,ILMN_1778575
ENSG00000154764,
ENSG00000230691,
ENSG00000250703,
ENSG00000128645,ILMN_1717381
ENSG00000185920,ILMN_1800331
ENSG00000185920,
ENSG00000257663,
ENSG00000223646,
ENSG00000182965,
ENSG00000145029,ILMN_1807211
ENSG00000145029,
ENSG00000253607,
ENSG00000280960,
ENSG00000269635,
ENSG00000112695,
ENSG00000112695,ILMN_1887013
ENSG00000249119,
ENSG00000237544,
ENSG00000137414,ILMN_1807448
ENSG00000104299,ILMN_1777118
ENSG00000104299,
ENSG00000225228,
ENSG00000092978,ILMN_1831834
ENSG00000092978,ILMN_1786036
ENSG00000092978,
ENSG00000253410,
ENSG00000272752,ILMN_3231558
ENSG00000272752,ILMN_3204734
ENSG00000272752,ILMN_1768754
ENSG00000272752,ILMN_1807712
ENSG00000272752,ILMN_3231577
ENSG00000272752,ILMN_1685534
ENSG00000272752,
ENSG00000163964,
ENSG00000163964,ILMN_1769508
ENSG00000230572,
ENSG00000180723,
ENSG00000197498,ILMN_1664167
ENSG00000232308,
ENSG00000177757,ILMN_1754841
ENSG00000177757,ILMN_3256471
ENSG00000224530,
ENSG00000101213,ILMN_2075800
ENSG00000101213,ILMN_1764508
ENSG00000249966,
ENSG00000135525,ILMN_2216815
ENSG00000135525,ILMN_1712719
ENSG00000135525,
ENSG00000100949,
ENSG00000100949,ILMN_1770329
ENSG00000274580,
ENSG00000204776,ILMN_3240397
ENSG00000204776,ILMN_3249400
ENSG00000127903,ILMN_1804268
ENSG00000127903,
ENSG00000164236,
ENSG00000184659,ILMN_1705550
ENSG00000184659,ILMN_1791585
ENSG00000184659,ILMN_1698938
ENSG00000267503,
ENSG00000248979,
ENSG00000273240,
ENSG00000181027,
ENSG00000181027,ILMN_2368617
ENSG00000181027,ILMN_1753597
ENSG00000198019,
ENSG00000198019,ILMN_1654389
ENSG00000233818,
ENSG00000260628,
ENSG00000156689,
ENSG00000260691,ILMN_2289424
ENSG00000260691,ILMN_2398211
ENSG00000260691,ILMN_1679184
ENSG00000260691,ILMN_1747839
ENSG00000260691,
ENSG00000230487,ILMN_3248764
ENSG00000230487,
ENSG00000267193,
ENSG00000263843,
ENSG00000279625,
ENSG00000184983,ILMN_3238269
ENSG00000184983,
ENSG00000005882,ILMN_1705397
ENSG00000005882,
ENSG00000182132,ILMN_2289533
ENSG00000182132,ILMN_2368856
ENSG00000182132,ILMN_1744387
ENSG00000188042,ILMN_1768391
ENSG00000165272,ILMN_1651574
ENSG00000258018,
ENSG00000272724,
ENSG00000232459,
ENSG00000239269,ILMN_3225784
ENSG00000261124,
ENSG00000242841,
ENSG00000255122,
ENSG00000169299,ILMN_1673543
ENSG00000169299,
ENSG00000204556,
ENSG00000249257,
ENSG00000230649,
ENSG00000242071,
ENSG00000232175,
ENSG00000198056,ILMN_1694502
ENSG00000198056,
ENSG00000245526,
ENSG00000245526,ILMN_3288018
ENSG00000174684,ILMN_1715384
ENSG00000174684,ILMN_3246214
ENSG00000255513,ILMN_2218277
ENSG00000255513,ILMN_1737074
ENSG00000255513,ILMN_1709604
ENSG00000225365,
ENSG00000276154,
ENSG00000235951,
ENSG00000116857,ILMN_1686748
ENSG00000116857,
ENSG00000184178,ILMN_1708891
ENSG00000184178,
ENSG00000257524,
ENSG00000257524,ILMN_1691736
ENSG00000225660,ILMN_3235959
ENSG00000251356,
ENSG00000145014,ILMN_1688848
ENSG00000145014,ILMN_2388070
ENSG00000145014,
ENSG00000242136,ILMN_1876203
ENSG00000232434,ILMN_1677274
ENSG00000232434,ILMN_1676611
ENSG00000232434,ILMN_2373137
ENSG00000106479,
ENSG00000279166,
ENSG00000233403,
ENSG00000261216,
ENSG00000282393,ILMN_3239263
ENSG00000282393,ILMN_1734880
ENSG00000116747,ILMN_2272074
ENSG00000116747,ILMN_2311518
ENSG00000116747,ILMN_2241775
ENSG00000116747,ILMN_1738909
ENSG00000116747,
ENSG00000276390,
ENSG00000145428,ILMN_1741281
ENSG00000145428,
ENSG00000238149,
ENSG00000273302,
ENSG00000164304,ILMN_1779155
ENSG00000164304,ILMN_1745724
ENSG00000164304,
ENSG00000227908,
ENSG00000162998,ILMN_1716246
ENSG00000188000,ILMN_1722426
ENSG00000230886,
ENSG00000237619,
ENSG00000169021,ILMN_1701749
ENSG00000196604,ILMN_1735698
ENSG00000196604,ILMN_3235511
ENSG00000196604,ILMN_3241758
ENSG00000196604,ILMN_1814643
ENSG00000221817,
ENSG00000070601,ILMN_1754580
ENSG00000070601,
ENSG00000138674,ILMN_2399896
ENSG00000138674,ILMN_1691409
ENSG00000138674,
ENSG00000225540,
ENSG00000136918,ILMN_1679685
ENSG00000136918,ILMN_2077008
ENSG00000258691,
ENSG00000258691,ILMN_1734611
ENSG00000183542,
ENSG00000247049,
ENSG00000188786,ILMN_1763828
ENSG00000188786,
ENSG00000273512,
ENSG00000163138,
ENSG00000163138,ILMN_3297013
ENSG00000163138,ILMN_2205695
ENSG00000163138,ILMN_3230157
ENSG00000231009,
ENSG00000225650,
ENSG00000189409,ILMN_1808107
ENSG00000189409,ILMN_2317701
ENSG00000248734,
ENSG00000274297,
ENSG00000253354,
ENSG00000237118,ILMN_1810945
ENSG00000278908,
ENSG00000261108,
ENSG00000136999,ILMN_1787186
ENSG00000136999,
ENSG00000141499,ILMN_1693669
ENSG00000237412,ILMN_1674447
ENSG00000237412,
ENSG00000205307,ILMN_1654518
ENSG00000197451,ILMN_2335718
ENSG00000197451,ILMN_1696485
ENSG00000197451,ILMN_1651262
ENSG00000197451,
ENSG00000251333,
ENSG00000227658,
ENSG00000224288,
ENSG00000279994,
ENSG00000267784,
ENSG00000124466,ILMN_1739605
ENSG00000124466,
ENSG00000124641,ILMN_1777526
ENSG00000124641,
ENSG00000240893,
ENSG00000011132,ILMN_1686610
ENSG00000011132,
ENSG00000171234,ILMN_1718833
ENSG00000171234,ILMN_1700453
ENSG00000171234,ILMN_1679194
ENSG00000171234,ILMN_1755897
ENSG00000280003,
ENSG00000100129,ILMN_3240740
ENSG00000100129,ILMN_1762725
ENSG00000100129,
ENSG00000260258,
ENSG00000229618,
ENSG00000275599,
ENSG00000138709,ILMN_1765212
ENSG00000138709,ILMN_1808636
ENSG00000138709,ILMN_1733390
ENSG00000138709,ILMN_1685535
ENSG00000138709,
ENSG00000238056,
ENSG00000229951,
ENSG00000173614,
ENSG00000173614,ILMN_1692413
ENSG00000237534,
ENSG00000281782,
ENSG00000164172,ILMN_2274923
ENSG00000164172,ILMN_1797925
ENSG00000164172,ILMN_1770087
ENSG00000164172,
ENSG00000233093,ILMN_1653573
ENSG00000233093,ILMN_1690970
ENSG00000245213,
ENSG00000186795,ILMN_1766103
ENSG00000236393,
ENSG00000103066,ILMN_1756910
ENSG00000103066,
ENSG00000246705,ILMN_1708728
ENSG00000246705,ILMN_2253065
ENSG00000276520,
ENSG00000225505,
ENSG00000229992,
ENSG00000270157,
ENSG00000229703,
ENSG00000148337,
ENSG00000157873,
ENSG00000157873,ILMN_1697409
ENSG00000157873,ILMN_3200885
ENSG00000250945,
ENSG00000257410,
ENSG00000117425,ILMN_1753329
ENSG00000277554,
ENSG00000226905,
ENSG00000141933,
ENSG00000141933,ILMN_2199298
ENSG00000276259,
ENSG00000083544,
ENSG00000064787,ILMN_2136147
ENSG00000064787,ILMN_1733042
ENSG00000064787,
ENSG00000184156,ILMN_1775004
ENSG00000184156,ILMN_1861270
ENSG00000174453,ILMN_2386631
ENSG00000241941,
ENSG00000242308,
ENSG00000250999,
ENSG00000172954,
ENSG00000172954,ILMN_1724191
ENSG00000172954,ILMN_1708081
ENSG00000172954,ILMN_3186473
ENSG00000172954,ILMN_3262936
ENSG00000228111,
ENSG00000260866,ILMN_3235571
ENSG00000233031,
ENSG00000078549,ILMN_1711736
ENSG00000078549,
ENSG00000177112,ILMN_3181347
ENSG00000228283,ILMN_3243233
ENSG00000250307,
ENSG00000101082,ILMN_1673357
ENSG00000101082,ILMN_2409720
ENSG00000181240,ILMN_1708398
ENSG00000171840,
ENSG00000171840,ILMN_1731745
ENSG00000273719,
ENSG00000269930,
ENSG00000269974,
ENSG00000257219,ILMN_1676238
ENSG00000270016,
ENSG00000183305,ILMN_2319919
ENSG00000183305,ILMN_1685798
ENSG00000183305,ILMN_1677269
ENSG00000183305,ILMN_1684607
ENSG00000165983,ILMN_1795336
ENSG00000165983,ILMN_2392624
ENSG00000165983,
ENSG00000165983,ILMN_1688090
ENSG00000263624,
