,ensembl_gene_id,affy_hg_u95av2
42244,ENSG00000234238,
42245,ENSG00000280003,
42246,ENSG00000235437,
42247,ENSG00000253286,
42248,ENSG00000068831,38359_at
42249,ENSG00000241696,
42250,ENSG00000240893,
42251,ENSG00000235437,35635_at
42252,ENSG00000227076,
42253,ENSG00000248196,
42254,ENSG00000259140,
42255,ENSG00000258876,
42256,ENSG00000011132,38550_at
42257,ENSG00000239774,
42258,ENSG00000103035,40276_at
42259,ENSG00000103035,945_at
42260,ENSG00000103035,
42261,ENSG00000179772,
42262,ENSG00000124641,38296_at
42263,ENSG00000146232,38276_at
42264,ENSG00000133488,
42265,ENSG00000241469,
42266,ENSG00000157873,39424_at
42267,ENSG00000124641,
42268,ENSG00000145423,
42269,ENSG00000137492,41141_at
42270,ENSG00000198131,
42271,ENSG00000255679,
42272,ENSG00000146232,
42273,ENSG00000244734,31687_f_at
42274,ENSG00000244734,32052_at
42275,ENSG00000204623,
42276,ENSG00000171234,
42277,ENSG00000073756,1069_at
42278,ENSG00000171234,41377_f_at
42279,ENSG00000171234,41376_i_at
42280,ENSG00000256615,
42281,ENSG00000136169,
42282,ENSG00000196235,35826_at
42283,ENSG00000278608,
42284,ENSG00000087128,
42285,ENSG00000127663,
42286,ENSG00000231939,
42287,ENSG00000229107,
42288,ENSG00000279747,
42289,ENSG00000270091,
42290,ENSG00000235029,
42291,ENSG00000070367,
42292,ENSG00000225952,
42293,ENSG00000258196,
42294,ENSG00000282315,
42295,ENSG00000231618,
42296,ENSG00000215067,
42297,ENSG00000115145,38525_at
42298,ENSG00000073756,
42299,ENSG00000256709,
42300,ENSG00000104722,32512_at
42301,ENSG00000279598,
42302,ENSG00000087087,39832_at
42303,ENSG00000104722,
42304,ENSG00000254616,
42305,ENSG00000204623,35010_at
42306,ENSG00000272494,
42307,ENSG00000171316,
42308,ENSG00000267784,
42309,ENSG00000279994,
42310,ENSG00000224816,
42311,ENSG00000224288,
42312,ENSG00000227000,
42313,ENSG00000270574,
42314,ENSG00000227658,
42315,ENSG00000136942,41765_at
42316,ENSG00000133858,35184_at
42317,ENSG00000250173,
42318,ENSG00000242293,
42319,ENSG00000102109,
42320,ENSG00000228655,
42321,ENSG00000137492,
42322,ENSG00000115145,
42323,ENSG00000105323,40106_at
42324,ENSG00000238284,
42325,ENSG00000005810,39777_at
42326,ENSG00000235673,
42327,ENSG00000253591,
42328,ENSG00000243058,
42329,ENSG00000133858,
42330,ENSG00000174448,
42331,ENSG00000215094,
42332,ENSG00000103479,32597_at
42333,ENSG00000103479,1986_at
42334,ENSG00000174231,35753_at
42335,ENSG00000011132,
42336,ENSG00000136942,
42337,ENSG00000151413,
42338,ENSG00000215000,
42339,ENSG00000184471,
42340,ENSG00000259525,
42341,ENSG00000254727,
42342,ENSG00000138709,
42343,ENSG00000278989,
42344,ENSG00000204103,
42345,ENSG00000005810,
42346,ENSG00000253958,
42347,ENSG00000105323,
42348,ENSG00000278279,
42349,ENSG00000272727,
42350,ENSG00000231725,
42351,ENSG00000269945,
42352,ENSG00000176697,40023_at
42353,ENSG00000176697,1088_at
42354,ENSG00000229247,
42355,ENSG00000277252,
42356,ENSG00000124466,41641_at
42357,ENSG00000248774,
42358,ENSG00000203446,
42359,ENSG00000171604,
42360,ENSG00000244057,
42361,ENSG00000082397,41385_at
42362,ENSG00000214684,
42363,ENSG00000198680,
42364,ENSG00000124466,
42365,ENSG00000065361,33639_g_at
42366,ENSG00000065361,2089_s_at
42367,ENSG00000065361,32787_at
42368,ENSG00000065361,1585_at
42369,ENSG00000164172,
42370,ENSG00000251333,
42371,ENSG00000149781,
42372,ENSG00000213527,
42373,ENSG00000278943,
42374,ENSG00000259229,
42375,ENSG00000250475,
42376,ENSG00000172262,37264_at
42377,ENSG00000100575,
42378,ENSG00000214289,
42379,ENSG00000204364,
42380,ENSG00000147419,
42381,ENSG00000248711,
42382,ENSG00000065361,
42383,ENSG00000116990,1489_s_at
42384,ENSG00000116990,1490_at
42385,ENSG00000240849,
42386,ENSG00000124835,
42387,ENSG00000235925,
42388,ENSG00000174151,
42389,ENSG00000281501,
42390,ENSG00000237412,
42391,ENSG00000229767,
42392,ENSG00000185615,34070_s_at
42393,ENSG00000267484,
42394,ENSG00000205307,37796_at
42395,ENSG00000230728,
42396,ENSG00000051596,
42397,ENSG00000260167,
42398,ENSG00000271111,
42399,ENSG00000256879,
42400,ENSG00000260678,
42401,ENSG00000112078,35002_g_at
42402,ENSG00000112078,35001_at
42403,ENSG00000258817,
42404,ENSG00000258947,471_f_at
42405,ENSG00000258947,33678_i_at
42406,ENSG00000099290,
42407,ENSG00000261588,
42408,ENSG00000258445,
42409,ENSG00000248824,
42410,ENSG00000112078,
42411,ENSG00000253802,
42412,ENSG00000282570,
42413,ENSG00000171291,
42414,ENSG00000231063,
42415,ENSG00000152926,36783_f_at
42416,ENSG00000065361,33638_at
42417,ENSG00000203914,
42418,ENSG00000152926,
42419,ENSG00000156928,
42420,ENSG00000170540,34316_at
42421,ENSG00000170540,36572_r_at
42422,ENSG00000138079,
42423,ENSG00000170540,
42424,ENSG00000260845,
42425,ENSG00000259654,
42426,ENSG00000110442,
42427,ENSG00000275748,
42428,ENSG00000196096,
42429,ENSG00000165916,592_at
42430,ENSG00000278908,
42431,ENSG00000091972,
42432,ENSG00000107223,
42433,ENSG00000261108,
42434,ENSG00000277529,
42435,ENSG00000269843,
42436,ENSG00000185615,
42437,ENSG00000225428,
42438,ENSG00000234837,
42439,ENSG00000082397,
42440,ENSG00000237118,1517_at
42441,ENSG00000242221,
42442,ENSG00000253354,
42443,ENSG00000258788,37347_at
42444,ENSG00000277276,
42445,ENSG00000274297,
42446,ENSG00000248491,
42447,ENSG00000136999,39250_at
42448,ENSG00000181656,
42449,ENSG00000261654,
42450,ENSG00000262730,
42451,ENSG00000144152,
42452,ENSG00000165916,
42453,ENSG00000136999,
42454,ENSG00000258826,
42455,ENSG00000254367,
42456,ENSG00000281376,
42457,ENSG00000229588,
42458,ENSG00000112419,
42459,ENSG00000223614,
42460,ENSG00000261254,
42461,ENSG00000241946,
42462,ENSG00000100739,
42463,ENSG00000248734,
42464,ENSG00000139133,
42465,ENSG00000100811,
42466,ENSG00000258781,37885_at
42467,ENSG00000117592,39354_at
42468,ENSG00000127663,33226_at
42469,ENSG00000117592,
42470,ENSG00000118990,34311_at
42471,ENSG00000074706,33333_at
42472,ENSG00000231510,
42473,ENSG00000163864,
42474,ENSG00000166845,
42475,ENSG00000242399,
42476,ENSG00000226984,
42477,ENSG00000155324,
42478,ENSG00000101473,36841_at
42479,ENSG00000267239,
42480,ENSG00000105143,35096_at
42481,ENSG00000225650,
42482,ENSG00000163661,1491_at
42483,ENSG00000226598,
42484,ENSG00000100129,
42485,ENSG00000112419,41364_r_at
42486,ENSG00000253858,
42487,ENSG00000282245,
42488,ENSG00000235069,
42489,ENSG00000104613,38226_at
42490,ENSG00000152556,36196_at
42491,ENSG00000260063,
42492,ENSG00000266644,
42493,ENSG00000104613,
42494,ENSG00000272134,
42495,ENSG00000154845,34371_at
42496,ENSG00000137563,37263_at
42497,ENSG00000235531,
42498,ENSG00000275592,
42499,ENSG00000101473,
42500,ENSG00000091972,37716_at
42501,ENSG00000271974,
42502,ENSG00000168802,
42503,ENSG00000075711,40246_at
42504,ENSG00000075711,40065_s_at
42505,ENSG00000143190,1171_s_at
42506,ENSG00000143190,40896_at
42507,ENSG00000048707,32743_at
42508,ENSG00000116544,
42509,ENSG00000100811,891_at
42510,ENSG00000100811,33209_at
42511,ENSG00000255974,1493_r_at
42512,ENSG00000255974,1494_f_at
42513,ENSG00000255974,1555_f_at
42514,ENSG00000255974,1492_f_at
42515,ENSG00000255974,1338_s_at
42516,ENSG00000273512,
42517,ENSG00000048707,
42518,ENSG00000143190,
42519,ENSG00000248816,
42520,ENSG00000135917,
42521,ENSG00000274698,
42522,ENSG00000251433,
42523,ENSG00000238196,
42524,ENSG00000269446,
42525,ENSG00000137073,
42526,ENSG00000154845,
42527,ENSG00000237997,
42528,ENSG00000231009,
42529,ENSG00000130816,37333_at
42530,ENSG00000229028,
42531,ENSG00000240051,
42532,ENSG00000118412,
42533,ENSG00000279744,
42534,ENSG00000188646,
42535,ENSG00000266445,
42536,ENSG00000278897,
42537,ENSG00000177822,
42538,ENSG00000257998,
42539,ENSG00000119596,36385_at
42540,ENSG00000281077,
42541,ENSG00000223362,
42542,ENSG00000189409,38950_r_at
42543,ENSG00000189409,31641_s_at
42544,ENSG00000235785,
42545,ENSG00000231793,
42546,ENSG00000247049,
42547,ENSG00000225333,
42548,ENSG00000162437,
42549,ENSG00000128791,
42550,ENSG00000258947,
42551,ENSG00000137563,
42552,ENSG00000232810,1852_at
42553,ENSG00000232810,259_s_at
42554,ENSG00000132906,486_at
42555,ENSG00000132906,487_g_at
42556,ENSG00000109205,
42557,ENSG00000196116,40852_at
42558,ENSG00000111271,
42559,ENSG00000278634,
42560,ENSG00000117411,
42561,ENSG00000196116,
42562,ENSG00000258691,
42563,ENSG00000119596,33926_at
42564,ENSG00000197451,38094_at
42565,ENSG00000119596,
42566,ENSG00000075711,
42567,ENSG00000125352,36565_at
42568,ENSG00000105143,
42569,ENSG00000259489,
42570,ENSG00000172772,
42571,ENSG00000119596,33927_i_at
42572,ENSG00000119596,33928_r_at
42573,ENSG00000259194,
42574,ENSG00000183542,35533_f_at
42575,ENSG00000183963,
42576,ENSG00000225540,
42577,ENSG00000197451,
42578,ENSG00000232794,
42579,ENSG00000006744,
42580,ENSG00000146670,
42581,ENSG00000231160,
42582,ENSG00000228471,
42583,ENSG00000108344,39155_at
42584,ENSG00000081307,
42585,ENSG00000224087,
42586,ENSG00000090989,
42587,ENSG00000234712,
42588,ENSG00000141101,
42589,ENSG00000157881,
42590,ENSG00000248543,
42591,ENSG00000268455,
42592,ENSG00000108344,
42593,ENSG00000260939,
42594,ENSG00000188786,38945_at
42595,ENSG00000188786,
42596,ENSG00000240418,
42597,ENSG00000165076,
42598,ENSG00000254644,
42599,ENSG00000117411,34177_at
42600,ENSG00000253477,
42601,ENSG00000144962,
42602,ENSG00000223428,
42603,ENSG00000260367,
42604,ENSG00000172508,
42605,ENSG00000145794,
42606,ENSG00000253112,
42607,ENSG00000226401,
42608,ENSG00000236797,
42609,ENSG00000101144,38515_at
42610,ENSG00000068305,
42611,ENSG00000172716,
42612,ENSG00000250115,
42613,ENSG00000243016,
42614,ENSG00000233124,
42615,ENSG00000149547,38097_at
42616,ENSG00000076944,
42617,ENSG00000117519,40953_at
42618,ENSG00000218052,
42619,ENSG00000164506,
42620,ENSG00000267498,
42621,ENSG00000250456,
42622,ENSG00000101144,
42623,ENSG00000149547,
42624,ENSG00000168566,
42625,ENSG00000230039,
42626,ENSG00000273212,
42627,ENSG00000236699,
42628,ENSG00000117519,
42629,ENSG00000165804,
42630,ENSG00000254708,
42631,ENSG00000134352,37621_at
42632,ENSG00000134352,35842_at
42633,ENSG00000198754,
42634,ENSG00000136918,
42635,ENSG00000119650,
42636,ENSG00000177335,
42637,ENSG00000255331,
42638,ENSG00000221817,
42639,ENSG00000170954,39212_at
42640,ENSG00000280332,
42641,ENSG00000132906,
42642,ENSG00000267625,
42643,ENSG00000173825,
42644,ENSG00000248474,
42645,ENSG00000168818,
42646,ENSG00000234511,
42647,ENSG00000169021,34401_at
42648,ENSG00000162494,
42649,ENSG00000250781,
42650,ENSG00000267703,
42651,ENSG00000154920,
42652,ENSG00000170558,2054_g_at
42653,ENSG00000170558,2053_at
42654,ENSG00000235700,
42655,ENSG00000188732,
42656,ENSG00000213809,36777_at
42657,ENSG00000232388,
42658,ENSG00000273507,
42659,ENSG00000259122,
42660,ENSG00000242660,
42661,ENSG00000260828,
42662,ENSG00000181218,
42663,ENSG00000163875,
42664,ENSG00000170558,
42665,ENSG00000141499,
42666,ENSG00000214823,
42667,ENSG00000250540,
42668,ENSG00000223478,
42669,ENSG00000223821,
42670,ENSG00000173545,
42671,ENSG00000131015,
42672,ENSG00000249746,
42673,ENSG00000105355,40169_at
42674,ENSG00000197265,37295_at
42675,ENSG00000213809,
42676,ENSG00000105671,31807_at
42677,ENSG00000234305,
42678,ENSG00000146530,
42679,ENSG00000168830,33607_at
42680,ENSG00000167863,35760_at
42681,ENSG00000188916,
42682,ENSG00000197265,
42683,ENSG00000105671,
42684,ENSG00000271621,
42685,ENSG00000130598,38457_at
42686,ENSG00000271214,
42687,ENSG00000253647,
42688,ENSG00000204149,
42689,ENSG00000184033,33636_at
42690,ENSG00000184033,33637_g_at
42691,ENSG00000267418,
42692,ENSG00000255835,35932_at
42693,ENSG00000259258,
42694,ENSG00000248968,
42695,ENSG00000170545,34176_at
42696,ENSG00000070601,36401_at
42697,ENSG00000239763,
42698,ENSG00000105355,
42699,ENSG00000235052,
42700,ENSG00000248885,
42701,ENSG00000233954,36104_at
42702,ENSG00000170954,
42703,ENSG00000070601,
42704,ENSG00000231903,
42705,ENSG00000196890,
42706,ENSG00000249494,
42707,ENSG00000227355,
42708,ENSG00000254469,
42709,ENSG00000249262,
42710,ENSG00000117036,32303_at
42711,ENSG00000117036,1908_at
42712,ENSG00000282809,
42713,ENSG00000105662,
42714,ENSG00000125245,253_g_at
42715,ENSG00000125245,252_at
42716,ENSG00000171552,34742_at
42717,ENSG00000171552,1615_at
42718,ENSG00000229760,
42719,ENSG00000117036,
42720,ENSG00000274898,
42721,ENSG00000170545,
42722,ENSG00000225325,
42723,ENSG00000105662,36522_at
42724,ENSG00000232005,
42725,ENSG00000271914,
42726,ENSG00000173157,
42727,ENSG00000167863,
42728,ENSG00000234142,
42729,ENSG00000131401,
42730,ENSG00000008197,
42731,ENSG00000271164,
42732,ENSG00000273139,
42733,ENSG00000267336,
42734,ENSG00000101323,35891_at
42735,ENSG00000230918,
42736,ENSG00000223941,
42737,ENSG00000119986,
42738,ENSG00000276702,
42739,ENSG00000282127,
42740,ENSG00000228889,
42741,ENSG00000105993,
42742,ENSG00000282687,
42743,ENSG00000235318,
42744,ENSG00000174231,
42745,ENSG00000227348,
42746,ENSG00000145936,38298_at
42747,ENSG00000249031,
42748,ENSG00000279555,
42749,ENSG00000160307,235_at
42750,ENSG00000225796,
42751,ENSG00000186187,
42752,ENSG00000145936,
42753,ENSG00000281962,
42754,ENSG00000241334,
42755,ENSG00000237619,
42756,ENSG00000276469,
42757,ENSG00000238166,
42758,ENSG00000229771,
42759,ENSG00000188000,
42760,ENSG00000230886,
42761,ENSG00000160307,
42762,ENSG00000084774,32031_at
42763,ENSG00000084774,749_at
42764,ENSG00000280028,
42765,ENSG00000214770,
42766,ENSG00000181201,
42767,ENSG00000280397,
42768,ENSG00000224330,
42769,ENSG00000223640,
42770,ENSG00000184992,
42771,ENSG00000125255,35904_at
42772,ENSG00000084774,
42773,ENSG00000263499,
42774,ENSG00000229425,
42775,ENSG00000072210,
42776,ENSG00000229306,
42777,ENSG00000213716,
42778,ENSG00000277367,
42779,ENSG00000231334,
42780,ENSG00000250158,
42781,ENSG00000261054,
42782,ENSG00000102144,
42783,ENSG00000266100,
42784,ENSG00000134352,
42785,ENSG00000228526,
42786,ENSG00000221954,
42787,ENSG00000111639,
42788,ENSG00000254515,
42789,ENSG00000244024,
42790,ENSG00000166787,
42791,ENSG00000102144,31488_s_at
42792,ENSG00000134874,36521_at
42793,ENSG00000260811,
42794,ENSG00000068305,41747_s_at
42795,ENSG00000230228,
42796,ENSG00000272220,
42797,ENSG00000278106,
42798,ENSG00000280149,
42799,ENSG00000249942,
42800,ENSG00000265614,
42801,ENSG00000233038,
42802,ENSG00000004059,37346_at
42803,ENSG00000134874,
42804,ENSG00000124120,
42805,ENSG00000164197,
42806,ENSG00000230564,
42807,ENSG00000261235,
42808,ENSG00000235032,
42809,ENSG00000241695,
42810,ENSG00000145332,
42811,ENSG00000213875,
42812,ENSG00000260161,
42813,ENSG00000227908,
42814,ENSG00000253508,
42815,ENSG00000125356,36169_at
42816,ENSG00000258717,
42817,ENSG00000171201,31446_s_at
42818,ENSG00000281610,
42819,ENSG00000255461,
42820,ENSG00000196604,
42821,ENSG00000281841,
42822,ENSG00000182365,
42823,ENSG00000105993,41233_at
42824,ENSG00000276251,
42825,ENSG00000239797,32337_at
42826,ENSG00000264522,
42827,ENSG00000240990,
42828,ENSG00000271146,
42829,ENSG00000086696,
42830,ENSG00000160445,41494_at
42831,ENSG00000228787,
42832,ENSG00000270629,34279_at
42833,ENSG00000262788,
42834,ENSG00000279650,
42835,ENSG00000137168,
42836,ENSG00000231776,
42837,ENSG00000270222,
42838,ENSG00000240163,
42839,ENSG00000171201,32006_r_at
42840,ENSG00000004059,
42841,ENSG00000162998,40230_at
42842,ENSG00000067900,34735_at
42843,ENSG00000273302,
42844,ENSG00000131126,
42845,ENSG00000143412,39669_at
42846,ENSG00000226555,
42847,ENSG00000270629,
42848,ENSG00000160445,
42849,ENSG00000104897,37462_i_at
42850,ENSG00000104897,335_r_at
42851,ENSG00000104897,37463_r_at
42852,ENSG00000143412,
42853,ENSG00000067900,
42854,ENSG00000175600,
42855,ENSG00000105993,41234_at
42856,ENSG00000239620,
42857,ENSG00000214309,
42858,ENSG00000244358,
42859,ENSG00000165119,39415_at
42860,ENSG00000234546,
42861,ENSG00000149435,715_s_at
42862,ENSG00000149435,32893_s_at
42863,ENSG00000196273,
42864,ENSG00000214595,
42865,ENSG00000171490,39418_at
42866,ENSG00000171490,37161_at
42867,ENSG00000258793,
42868,ENSG00000142507,941_at
42869,ENSG00000226931,
42870,ENSG00000124496,
42871,ENSG00000274133,
42872,ENSG00000267699,
42873,ENSG00000267466,
42874,ENSG00000241258,35595_at
42875,ENSG00000253275,
42876,ENSG00000238149,
42877,ENSG00000151376,35216_at
42878,ENSG00000280513,
42879,ENSG00000231515,
42880,ENSG00000249203,
42881,ENSG00000165119,
42882,ENSG00000254653,
42883,ENSG00000142207,33704_at
42884,ENSG00000159723,35068_at
42885,ENSG00000117569,
42886,ENSG00000104897,
42887,ENSG00000142207,
42888,ENSG00000219642,39565_at
42889,ENSG00000212994,
42890,ENSG00000264217,
42891,ENSG00000255444,
42892,ENSG00000244968,
42893,ENSG00000075426,
42894,ENSG00000217835,
42895,ENSG00000260240,
42896,ENSG00000214668,
42897,ENSG00000267152,
42898,ENSG00000228519,
42899,ENSG00000086696,38178_at
42900,ENSG00000225919,
42901,ENSG00000260368,
42902,ENSG00000091073,
42903,ENSG00000225657,
42904,ENSG00000118985,148_at
42905,ENSG00000118985,40606_at
42906,ENSG00000279834,
42907,ENSG00000267325,
42908,ENSG00000118985,
42909,ENSG00000166086,32526_at
42910,ENSG00000172081,
42911,ENSG00000257896,
42912,ENSG00000275025,
42913,ENSG00000213030,1122_f_at
42914,ENSG00000213030,1153_f_at
42915,ENSG00000267284,
42916,ENSG00000272360,
42917,ENSG00000119950,748_s_at
42918,ENSG00000119950,654_at
42919,ENSG00000119950,39072_at
42920,ENSG00000253398,
42921,ENSG00000142444,
42922,ENSG00000119950,
42923,ENSG00000214925,
42924,ENSG00000220884,
42925,ENSG00000271554,
42926,ENSG00000282405,
42927,ENSG00000223772,
42928,ENSG00000267165,
42929,ENSG00000146250,
42930,ENSG00000262668,
42931,ENSG00000180815,
42932,ENSG00000181785,
42933,ENSG00000261212,
42934,ENSG00000272703,
42935,ENSG00000075426,40268_at
42936,ENSG00000171490,
42937,ENSG00000231799,
42938,ENSG00000151376,
42939,ENSG00000273141,
42940,ENSG00000220583,
42941,ENSG00000236497,
42942,ENSG00000170458,36661_s_at
42943,ENSG00000276390,
42944,ENSG00000225366,40386_r_at
42945,ENSG00000225588,
42946,ENSG00000235776,
42947,ENSG00000239883,
42948,ENSG00000225366,
42949,ENSG00000028310,
42950,ENSG00000214541,
42951,ENSG00000261644,
42952,ENSG00000228042,
42953,ENSG00000226097,
42954,ENSG00000234427,
42955,ENSG00000255445,
42956,ENSG00000279477,
42957,ENSG00000226068,35916_s_at
42958,ENSG00000141198,
42959,ENSG00000072210,40409_at
42960,ENSG00000184741,
42961,ENSG00000233019,
42962,ENSG00000277755,
42963,ENSG00000168124,
42964,ENSG00000236869,
42965,ENSG00000122375,
42966,ENSG00000225339,
42967,ENSG00000236389,
42968,ENSG00000005007,39404_s_at
42969,ENSG00000269473,
42970,ENSG00000198185,
42971,ENSG00000102144,37677_at
42972,ENSG00000247699,
42973,ENSG00000122729,40077_at
42974,ENSG00000224568,
42975,ENSG00000250197,
42976,ENSG00000269172,
42977,ENSG00000175538,
42978,ENSG00000225025,
42979,ENSG00000170161,
42980,ENSG00000168301,
42981,ENSG00000229457,
42982,ENSG00000261400,
42983,ENSG00000164051,
42984,ENSG00000139648,
42985,ENSG00000260690,
42986,ENSG00000145649,40757_at
42987,ENSG00000267465,
42988,ENSG00000186118,
42989,ENSG00000145428,
42990,ENSG00000237880,
42991,ENSG00000131849,33597_at
42992,ENSG00000170142,37358_at
42993,ENSG00000257057,
42994,ENSG00000181780,
42995,ENSG00000177596,
42996,ENSG00000170142,
42997,ENSG00000182329,
42998,ENSG00000269929,
42999,ENSG00000240857,
43000,ENSG00000197323,32635_at
43001,ENSG00000197323,35187_at
43002,ENSG00000268107,
43003,ENSG00000271200,
43004,ENSG00000197323,
43005,ENSG00000248699,
43006,ENSG00000241258,
43007,ENSG00000128606,32057_at
43008,ENSG00000281347,
43009,ENSG00000170946,
43010,ENSG00000128606,
43011,ENSG00000258625,
43012,ENSG00000282393,37859_r_at
43013,ENSG00000091592,
43014,ENSG00000263863,
43015,ENSG00000233403,
43016,ENSG00000261216,
43017,ENSG00000225538,
43018,ENSG00000144026,
43019,ENSG00000264131,
43020,ENSG00000005007,
43021,ENSG00000240881,
43022,ENSG00000061337,
43023,ENSG00000166086,
43024,ENSG00000217004,
43025,ENSG00000273321,
43026,ENSG00000279166,
43027,ENSG00000283118,
43028,ENSG00000172154,
43029,ENSG00000260318,
43030,ENSG00000264232,
43031,ENSG00000254861,
43032,ENSG00000273883,
43033,ENSG00000225491,
43034,ENSG00000261542,
43035,ENSG00000255112,
43036,ENSG00000183963,31830_s_at
43037,ENSG00000183963,31831_at
43038,ENSG00000261560,
43039,ENSG00000255193,
43040,ENSG00000260595,
43041,ENSG00000274454,
43042,ENSG00000170946,39282_at
43043,ENSG00000130816,
43044,ENSG00000115839,33418_at
43045,ENSG00000115839,33417_at
43046,ENSG00000205916,40342_at
43047,ENSG00000091592,37127_at
43048,ENSG00000111790,
43049,ENSG00000147324,36213_at
43050,ENSG00000278810,
43051,ENSG00000227706,
43052,ENSG00000273045,
43053,ENSG00000169105,
43054,ENSG00000115839,
43055,ENSG00000237052,
43056,ENSG00000254067,
43057,ENSG00000167861,
43058,ENSG00000164815,38155_at
43059,ENSG00000251177,
43060,ENSG00000269946,
43061,ENSG00000170634,
43062,ENSG00000118492,
43063,ENSG00000232434,
43064,ENSG00000215012,
43065,ENSG00000249206,
43066,ENSG00000106479,41077_at
43067,ENSG00000175334,38663_at
43068,ENSG00000233725,
43069,ENSG00000100991,40462_at
43070,ENSG00000119139,
43071,ENSG00000254887,
43072,ENSG00000110066,
43073,ENSG00000272679,
43074,ENSG00000106479,
43075,ENSG00000198920,
43076,ENSG00000144677,40196_at
43077,ENSG00000259803,
43078,ENSG00000248049,
43079,ENSG00000203897,
43080,ENSG00000213430,37720_at
43081,ENSG00000179085,
43082,ENSG00000133216,2088_s_at
43083,ENSG00000181374,37454_at
43084,ENSG00000135297,
43085,ENSG00000216998,
43086,ENSG00000204745,
43087,ENSG00000144677,
43088,ENSG00000164815,
43089,ENSG00000224247,
43090,ENSG00000230262,
43091,ENSG00000232627,
43092,ENSG00000129317,
43093,ENSG00000133216,41678_at
43094,ENSG00000133216,902_at
43095,ENSG00000267002,
43096,ENSG00000068831,38361_g_at
43097,ENSG00000068831,38360_at
43098,ENSG00000259823,
43099,ENSG00000255199,
43100,ENSG00000242136,
43101,ENSG00000232935,
43102,ENSG00000224419,
43103,ENSG00000236280,
43104,ENSG00000130669,
43105,ENSG00000258412,
43106,ENSG00000136810,36992_at
43107,ENSG00000178715,
43108,ENSG00000280407,
43109,ENSG00000259036,
43110,ENSG00000179826,
43111,ENSG00000164304,
43112,ENSG00000213212,
43113,ENSG00000134049,
43114,ENSG00000231087,
43115,ENSG00000274033,
43116,ENSG00000205916,
43117,ENSG00000148773,418_at
43118,ENSG00000148773,419_at
43119,ENSG00000224536,
43120,ENSG00000141198,40229_at
43121,ENSG00000251356,
43122,ENSG00000213790,
43123,ENSG00000133216,
43124,ENSG00000111716,33819_at
43125,ENSG00000145220,
43126,ENSG00000270966,
43127,ENSG00000172297,
43128,ENSG00000237351,
43129,ENSG00000223452,
43130,ENSG00000168398,39310_at
43131,ENSG00000168398,39309_at
43132,ENSG00000280076,
43133,ENSG00000108883,
43134,ENSG00000249667,
43135,ENSG00000136810,
43136,ENSG00000148773,
43137,ENSG00000268696,
43138,ENSG00000225660,
43139,ENSG00000268866,
43140,ENSG00000258888,
43141,ENSG00000213180,
43142,ENSG00000105849,35007_at
43143,ENSG00000261829,
43144,ENSG00000235300,31683_at
43145,ENSG00000254566,
43146,ENSG00000276386,
43147,ENSG00000249534,
43148,ENSG00000257524,
43149,ENSG00000089356,39087_at
43150,ENSG00000271660,
43151,ENSG00000235300,
43152,ENSG00000225005,
43153,ENSG00000280314,
43154,ENSG00000266981,
43155,ENSG00000184178,
43156,ENSG00000249996,
43157,ENSG00000104848,
43158,ENSG00000232522,
43159,ENSG00000138829,38012_at
43160,ENSG00000250866,
43161,ENSG00000250174,
43162,ENSG00000255060,
43163,ENSG00000235951,
43164,ENSG00000211642,
43165,ENSG00000138829,
43166,ENSG00000254722,
43167,ENSG00000235685,
43168,ENSG00000266236,
43169,ENSG00000278442,
43170,ENSG00000235946,
43171,ENSG00000213755,
43172,ENSG00000223631,
43173,ENSG00000171914,
43174,ENSG00000253823,
43175,ENSG00000276154,
43176,ENSG00000198920,35210_at
43177,ENSG00000183691,
43178,ENSG00000175946,
43179,ENSG00000230316,
43180,ENSG00000268100,
43181,ENSG00000130669,33814_at
43182,ENSG00000233840,
43183,ENSG00000232021,
43184,ENSG00000225365,
43185,ENSG00000255513,31527_at
43186,ENSG00000255417,
43187,ENSG00000233695,
43188,ENSG00000228842,
43189,ENSG00000231980,
43190,ENSG00000269154,
43191,ENSG00000273123,
43192,ENSG00000198967,
43193,ENSG00000174684,33140_at
43194,ENSG00000235886,
43195,ENSG00000184925,
43196,ENSG00000224524,
43197,ENSG00000173575,35700_at
43198,ENSG00000089356,
43199,ENSG00000171051,36919_r_at
43200,ENSG00000136718,38275_at
43201,ENSG00000271192,
43202,ENSG00000266651,
43203,ENSG00000258453,
43204,ENSG00000084072,
43205,ENSG00000205312,
43206,ENSG00000256222,
43207,ENSG00000267255,
43208,ENSG00000233465,
43209,ENSG00000227349,
43210,ENSG00000203334,
43211,ENSG00000214338,
43212,ENSG00000171051,
43213,ENSG00000213462,
43214,ENSG00000267775,
43215,ENSG00000253637,
43216,ENSG00000263366,
43217,ENSG00000272619,
43218,ENSG00000173575,
43219,ENSG00000141519,
43220,ENSG00000225741,
43221,ENSG00000091073,37977_at
43222,ENSG00000233708,
43223,ENSG00000234828,
43224,ENSG00000135315,38919_at
43225,ENSG00000211639,
43226,ENSG00000226791,
43227,ENSG00000235485,
43228,ENSG00000197062,33220_at
43229,ENSG00000267030,
43230,ENSG00000212916,
43231,ENSG00000213089,
43232,ENSG00000242071,
43233,ENSG00000256237,
43234,ENSG00000232175,
43235,ENSG00000197062,
43236,ENSG00000230649,
43237,ENSG00000249257,
43238,ENSG00000101400,35627_at
43239,ENSG00000180773,
43240,ENSG00000104205,
43241,ENSG00000161551,
43242,ENSG00000043462,39319_at
