Ensembl Gene ID	Ensembl Transcript ID	Affy HG U95AV2 probeset
ENSG00000204420	ENST00000485548	
ENSG00000276033	ENST00000611348	
ENSG00000132669	ENST00000465815	
ENSG00000270446	ENST00000605349	
ENSG00000280110	ENST00000623272	
ENSG00000136895	ENST00000495172	
ENSG00000111785	ENST00000546449	
ENSG00000164610	ENST00000297157	
ENSG00000196704	ENST00000392720	
ENSG00000174851	ENST00000376899	
ENSG00000166432	ENST00000458570	
ENSG00000119772	ENST00000380756	
ENSG00000111785	ENST00000551756	
ENSG00000136895	ENST00000460176	
ENSG00000164610	ENST00000448915	
ENSG00000276033	ENST00000622318	
ENSG00000243156	ENST00000585038	
ENSG00000156709	ENST00000527892	32212_at
ENSG00000217801	ENST00000412397	
ENSG00000115677	ENST00000498595	
ENSG00000174851	ENST00000474986	
ENSG00000229330	ENST00000457168	
ENSG00000136895	ENST00000481875	
ENSG00000132669	ENST00000484638	36550_at
ENSG00000132669	ENST00000484638	1783_at
ENSG00000115677	ENST00000476807	
ENSG00000164610	ENST00000474370	
ENSG00000217801	ENST00000433695	
ENSG00000143429	ENST00000544283	
ENSG00000114209	ENST00000392750	35218_at
ENSG00000243156	ENST00000462645	
ENSG00000217801	ENST00000451054	
ENSG00000137501	ENST00000354566	
ENSG00000232091	ENST00000439233	
ENSG00000143429	ENST00000608018	
ENSG00000164610	ENST00000492391	
ENSG00000174851	ENST00000534374	
ENSG00000115677	ENST00000477477	
ENSG00000243156	ENST00000465886	
ENSG00000143429	ENST00000608531	
ENSG00000136895	ENST00000478696	
ENSG00000132669	ENST00000440354	1783_at
ENSG00000143429	ENST00000423774	
ENSG00000250137	ENST00000514290	
ENSG00000235085	ENST00000631268	
ENSG00000250137	ENST00000499715	
ENSG00000243156	ENST00000498345	
ENSG00000166432	ENST00000488347	
ENSG00000235085	ENST00000441700	
ENSG00000223400	ENST00000418874	
ENSG00000115677	ENST00000453141	
ENSG00000196704	ENST00000359783	
ENSG00000243156	ENST00000424046	
ENSG00000137074	ENST00000465003	
ENSG00000166432	ENST00000490757	
ENSG00000168658	ENST00000477737	
ENSG00000099849	ENST00000431809	40359_at
ENSG00000257285	ENST00000548819	
ENSG00000231357	ENST00000438379	
ENSG00000257285	ENST00000548322	
ENSG00000196704	ENST00000584837	
ENSG00000047056	ENST00000358220	35199_at
ENSG00000119772	ENST00000402667	
ENSG00000136895	ENST00000496711	
ENSG00000230931	ENST00000446657	
ENSG00000115677	ENST00000467435	
ENSG00000168658	ENST00000484571	
ENSG00000166432	ENST00000540921	
ENSG00000072163	ENST00000409286	
ENSG00000115486	ENST00000233838	40394_at
ENSG00000115486	ENST00000233838	37340_at
ENSG00000137074	ENST00000485479	
ENSG00000136895	ENST00000481242	
ENSG00000168658	ENST00000483669	
ENSG00000168658	ENST00000422503	
ENSG00000047056	ENST00000381329	
ENSG00000115677	ENST00000470710	
ENSG00000136895	ENST00000497703	
ENSG00000115677	ENST00000422933	
ENSG00000104714	ENST00000522706	
ENSG00000144749	ENST00000498287	
ENSG00000234946	ENST00000445371	
ENSG00000168658	ENST00000416277	
ENSG00000144749	ENST00000475366	
ENSG00000136895	ENST00000463005	
ENSG00000108688	ENST00000378569	39802_at
ENSG00000144749	ENST00000495671	
ENSG00000168658	ENST00000463635	
ENSG00000196704	ENST00000578175	
ENSG00000047056	ENST00000263150	35199_at
ENSG00000104714	ENST00000523415	
ENSG00000099849	ENST00000397582	40359_at
ENSG00000136895	ENST00000435213	
ENSG00000137074	ENST00000379817	
ENSG00000196704	ENST00000579724	
ENSG00000231852	ENST00000418967	247_s_at
ENSG00000168658	ENST00000465930	
ENSG00000183479	ENST00000330912	41838_at
ENSG00000137074	ENST00000467331	
ENSG00000047056	ENST00000436154	
ENSG00000174851	ENST00000616458	
ENSG00000239305	ENST00000237455	40140_at
ENSG00000137074	ENST00000472896	
ENSG00000150672	ENST00000398309	35945_at
ENSG00000108688	ENST00000394627	39802_at
ENSG00000099849	ENST00000414138	40359_at
ENSG00000115486	ENST00000465637	
ENSG00000104714	ENST00000519909	
ENSG00000168658	ENST00000489968	
ENSG00000204420	ENST00000375809	
ENSG00000183479	ENST00000338525	41838_at
ENSG00000137074	ENST00000483148	
ENSG00000114209	ENST00000473645	35218_at
ENSG00000267570	ENST00000585406	
ENSG00000099849	ENST00000524468	
ENSG00000272121	ENST00000606217	
ENSG00000115677	ENST00000428482	
ENSG00000168658	ENST00000466852	
ENSG00000137074	ENST00000482687	
ENSG00000108688	ENST00000394630	
ENSG00000196704	ENST00000584494	
ENSG00000261236	ENST00000569669	35615_at
ENSG00000104714	ENST00000523709	
ENSG00000204420	ENST00000466312	
ENSG00000239305	ENST00000472030	40140_at
ENSG00000137074	ENST00000460940	
ENSG00000047056	ENST00000482165	
ENSG00000225211	ENST00000435674	
ENSG00000076706	ENST00000528533	
ENSG00000168658	ENST00000495571	
ENSG00000196704	ENST00000580837	
ENSG00000115677	ENST00000442714	
ENSG00000188992	ENST00000344577	
ENSG00000261236	ENST00000568812	35615_at
ENSG00000224584	ENST00000436983	
ENSG00000137074	ENST00000379819	
ENSG00000168658	ENST00000489630	
ENSG00000196704	ENST00000577866	
ENSG00000115677	ENST00000452065	
ENSG00000261236	ENST00000569403	
ENSG00000186009	ENST00000335288	32439_at
ENSG00000188992	ENST00000400211	
ENSG00000137074	ENST00000479656	
ENSG00000168658	ENST00000473149	
ENSG00000047056	ENST00000620998	
ENSG00000183479	ENST00000334497	41838_at
ENSG00000172900	ENST00000460880	
ENSG00000261236	ENST00000569160	
ENSG00000168658	ENST00000485216	
ENSG00000072163	ENST00000409754	
ENSG00000137074	ENST00000468275	
ENSG00000115486	ENST00000430215	40394_at
ENSG00000115677	ENST00000444092	
ENSG00000183479	ENST00000370232	
ENSG00000185221	ENST00000328713	
ENSG00000196704	ENST00000585050	
ENSG00000261236	ENST00000563210	
ENSG00000225211	ENST00000455825	
ENSG00000261236	ENST00000569712	
ENSG00000047849	ENST00000395734	32226_at
ENSG00000047849	ENST00000395734	33850_at
ENSG00000047849	ENST00000395734	243_g_at
ENSG00000047849	ENST00000395734	242_at
ENSG00000196704	ENST00000582430	
ENSG00000137074	ENST00000474658	
ENSG00000119772	ENST00000474887	
ENSG00000074201	ENST00000526761	
ENSG00000168658	ENST00000465555	
ENSG00000275118	ENST00000615282	
ENSG00000115486	ENST00000473665	
ENSG00000115677	ENST00000430918	
ENSG00000114209	ENST00000497056	35218_at
ENSG00000183479	ENST00000370231	
ENSG00000271092	ENST00000604534	
ENSG00000119772	ENST00000482935	
ENSG00000196704	ENST00000577985	
ENSG00000119772	ENST00000491288	
ENSG00000074201	ENST00000533957	
ENSG00000172900	ENST00000331301	
ENSG00000197769	ENST00000357246	
ENSG00000162849	ENST00000407071	
ENSG00000235623	ENST00000431186	
ENSG00000115486	ENST00000482662	
ENSG00000183479	ENST00000370212	
ENSG00000047849	ENST00000426837	32226_at
ENSG00000047849	ENST00000426837	33850_at
ENSG00000047849	ENST00000426837	243_g_at
ENSG00000047849	ENST00000426837	242_at
ENSG00000137074	ENST00000463596	
ENSG00000271092	ENST00000604203	33776_at
ENSG00000119772	ENST00000466601	
ENSG00000156709	ENST00000346424	32212_at
ENSG00000196704	ENST00000577273	
ENSG00000225211	ENST00000412603	
ENSG00000188992	ENST00000536861	
ENSG00000177425	ENST00000328827	40621_at
ENSG00000178175	ENST00000318442	
ENSG00000188992	ENST00000614229	
ENSG00000115677	ENST00000441124	
ENSG00000280435	ENST00000624016	
ENSG00000114209	ENST00000492396	35218_at
ENSG00000172900	ENST00000508543	
ENSG00000119772	ENST00000461228	
ENSG00000081803	ENST00000462699	
ENSG00000280892	ENST00000628127	
ENSG00000064995	ENST00000361288	131_at
ENSG00000064995	ENST00000361288	38426_at
ENSG00000168658	ENST00000490947	
ENSG00000230546	ENST00000441183	
ENSG00000204420	ENST00000375804	
ENSG00000276672	ENST00000621575	
ENSG00000135953	ENST00000438943	38258_at
ENSG00000047849	ENST00000360240	32226_at
ENSG00000047849	ENST00000360240	33850_at
ENSG00000047849	ENST00000360240	243_g_at
ENSG00000047849	ENST00000360240	242_at
ENSG00000196704	ENST00000584836	
ENSG00000150672	ENST00000426717	35945_at
ENSG00000177425	ENST00000550603	
ENSG00000104714	ENST00000262109	
ENSG00000225211	ENST00000438663	
ENSG00000072163	ENST00000476932	
ENSG00000064995	ENST00000420584	131_at
ENSG00000064995	ENST00000420584	38426_at
ENSG00000178175	ENST00000514477	
ENSG00000177425	ENST00000549050	
ENSG00000114209	ENST00000461494	35218_at
ENSG00000168658	ENST00000614454	
ENSG00000172367	ENST00000527308	
ENSG00000104714	ENST00000523053	
ENSG00000204420	ENST00000375814	
ENSG00000227702	ENST00000413718	
ENSG00000162849	ENST00000479506	
ENSG00000196704	ENST00000584350	
ENSG00000225211	ENST00000463064	
ENSG00000119772	ENST00000474807	
ENSG00000211731	ENST00000390378	
ENSG00000177425	ENST00000547699	40621_at
ENSG00000137074	ENST00000476858	
ENSG00000076706	ENST00000525586	
ENSG00000135953	ENST00000437075	
ENSG00000104714	ENST00000522893	
ENSG00000178175	ENST00000414109	
ENSG00000115677	ENST00000426343	
ENSG00000204420	ENST00000471545	
ENSG00000162849	ENST00000366518	
ENSG00000196704	ENST00000581779	
ENSG00000047849	ENST00000420772	32226_at
ENSG00000047849	ENST00000420772	243_g_at
ENSG00000047849	ENST00000420772	242_at
ENSG00000197977	ENST00000354666	39642_at
ENSG00000119772	ENST00000484184	
ENSG00000162849	ENST00000483253	
ENSG00000104714	ENST00000518895	
ENSG00000137074	ENST00000495360	
ENSG00000204420	ENST00000375806	
ENSG00000177425	ENST00000551712	
ENSG00000150672	ENST00000376104	35945_at
ENSG00000135953	ENST00000411991	
ENSG00000047849	ENST00000335271	
ENSG00000241014	ENST00000417456	
ENSG00000137074	ENST00000486724	
ENSG00000261786	ENST00000568686	
ENSG00000137074	ENST00000379812	
ENSG00000076706	ENST00000524940	
ENSG00000114209	ENST00000470131	
ENSG00000115677	ENST00000413241	
ENSG00000262666	ENST00000574749	
ENSG00000177425	ENST00000550006	
ENSG00000135953	ENST00000428085	
ENSG00000157869	ENST00000511649	35053_at
ENSG00000232326	ENST00000457634	
ENSG00000099849	ENST00000397583	40359_at
ENSG00000119772	ENST00000470983	
ENSG00000137074	ENST00000473221	
ENSG00000232999	ENST00000454998	
ENSG00000156709	ENST00000319908	32212_at
ENSG00000223850	ENST00000433810	
ENSG00000047849	ENST00000477765	
ENSG00000177425	ENST00000547571	
ENSG00000114209	ENST00000475915	35218_at
ENSG00000076706	ENST00000528976	
ENSG00000119772	ENST00000496570	
ENSG00000135953	ENST00000421966	
ENSG00000137074	ENST00000464632	
ENSG00000115486	ENST00000423570	
ENSG00000277327	ENST00000616891	
ENSG00000114209	ENST00000487947	
ENSG00000137074	ENST00000478279	
ENSG00000177425	ENST00000547016	
ENSG00000158008	ENST00000481377	
ENSG00000076706	ENST00000530706	
ENSG00000104714	ENST00000524138	
ENSG00000119772	ENST00000406659	
ENSG00000135953	ENST00000462099	
ENSG00000223416	ENST00000488067	
ENSG00000047849	ENST00000383736	
ENSG00000115677	ENST00000423693	
ENSG00000177425	ENST00000548426	
ENSG00000236807	ENST00000425131	
ENSG00000249425	ENST00000512652	
ENSG00000134262	ENST00000369569	
ENSG00000076706	ENST00000529257	
ENSG00000232326	ENST00000426977	
ENSG00000104714	ENST00000518313	
ENSG00000144935	ENST00000476941	
ENSG00000146215	ENST00000416431	
ENSG00000115486	ENST00000421496	
ENSG00000114209	ENST00000471885	
ENSG00000137074	ENST00000480031	
ENSG00000115677	ENST00000425989	
ENSG00000239305	ENST00000463333	40140_at
ENSG00000150672	ENST00000418306	35945_at
ENSG00000226708	ENST00000451749	
ENSG00000196704	ENST00000612294	
ENSG00000241014	ENST00000311990	
ENSG00000177425	ENST00000552637	
ENSG00000196437	ENST00000392149	
ENSG00000232326	ENST00000490573	
ENSG00000115486	ENST00000428479	
ENSG00000076706	ENST00000529295	
ENSG00000112218	ENST00000229955	
ENSG00000100319	ENST00000344318	
ENSG00000114209	ENST00000479121	
ENSG00000224674	ENST00000423042	
ENSG00000099849	ENST00000454668	40359_at
ENSG00000162407	ENST00000371250	33862_at
ENSG00000047849	ENST00000462206	
ENSG00000104714	ENST00000518277	
ENSG00000114209	ENST00000462725	
ENSG00000115677	ENST00000449864	
ENSG00000262282	ENST00000571112	
ENSG00000100319	ENST00000489010	
ENSG00000076706	ENST00000530006	
ENSG00000137074	ENST00000477119	
ENSG00000232326	ENST00000486525	
ENSG00000114209	ENST00000492139	
ENSG00000196437	ENST00000316950	
ENSG00000154978	ENST00000462326	
ENSG00000047849	ENST00000497735	
ENSG00000271056	ENST00000604173	
ENSG00000262666	ENST00000570577	
ENSG00000150672	ENST00000404783	35945_at
ENSG00000099849	ENST00000528736	
ENSG00000115486	ENST00000481541	
ENSG00000162407	ENST00000472957	33862_at
ENSG00000137074	ENST00000496030	
ENSG00000197889	ENST00000477770	
ENSG00000076706	ENST00000530937	
ENSG00000282640	ENST00000633030	
ENSG00000281970	ENST00000631557	
ENSG00000150672	ENST00000330014	35945_at
ENSG00000162407	ENST00000459962	33862_at
ENSG00000220920	ENST00000407932	
ENSG00000242683	ENST00000472214	
ENSG00000259207	ENST00000559488	37952_at
ENSG00000047849	ENST00000482752	
ENSG00000128438	ENST00000261651	
ENSG00000258828	ENST00000556193	
ENSG00000150672	ENST00000529159	35945_at
ENSG00000115677	ENST00000420451	
ENSG00000148925	ENST00000278174	
ENSG00000099849	ENST00000531112	40359_at
ENSG00000130528	ENST00000252825	34976_at
ENSG00000047849	ENST00000423088	
ENSG00000076706	ENST00000528502	
ENSG00000114209	ENST00000483451	
ENSG00000162407	ENST00000461655	
ENSG00000197889	ENST00000496225	
ENSG00000150672	ENST00000524982	
ENSG00000233376	ENST00000455642	
ENSG00000156709	ENST00000287295	32212_at
ENSG00000282644	ENST00000632333	
ENSG00000115677	ENST00000422080	
ENSG00000096746	ENST00000469172	41283_at
ENSG00000047849	ENST00000633710	
ENSG00000237753	ENST00000457336	
ENSG00000114209	ENST00000494502	
ENSG00000137074	ENST00000460945	
ENSG00000255606	ENST00000544004	
ENSG00000279209	ENST00000625148	
ENSG00000130528	ENST00000598858	34976_at
ENSG00000162407	ENST00000476206	
ENSG00000259207	ENST00000571680	852_at
ENSG00000115677	ENST00000458564	
ENSG00000076706	ENST00000529686	
ENSG00000196437	ENST00000448051	
ENSG00000137074	ENST00000494973	
ENSG00000148925	ENST00000527102	
ENSG00000156709	ENST00000533719	
ENSG00000115677	ENST00000427007	
ENSG00000150672	ENST00000532653	
ENSG00000128438	ENST00000424239	
ENSG00000259207	ENST00000573377	852_at
ENSG00000115486	ENST00000496962	
ENSG00000239305	ENST00000477307	40140_at
ENSG00000114209	ENST00000462830	
ENSG00000130528	ENST00000595625	
ENSG00000196437	ENST00000592490	
ENSG00000137074	ENST00000473270	
ENSG00000144935	ENST00000273482	39124_r_at
ENSG00000144935	ENST00000273482	39123_s_at
ENSG00000261347	ENST00000567742	
ENSG00000197889	ENST00000378240	
ENSG00000214544	ENST00000618962	
ENSG00000178764	ENST00000314393	41503_at
ENSG00000047849	ENST00000434267	
ENSG00000128438	ENST00000582764	
ENSG00000150672	ENST00000531015	
ENSG00000114209	ENST00000464360	
ENSG00000115677	ENST00000449504	
ENSG00000196437	ENST00000589833	
ENSG00000137074	ENST00000489583	
ENSG00000076706	ENST00000526190	
ENSG00000130528	ENST00000595167	34976_at
ENSG00000267344	ENST00000592389	
ENSG00000156709	ENST00000529877	
ENSG00000251614	ENST00000505359	
ENSG00000150672	ENST00000457267	
ENSG00000273716	ENST00000616602	
ENSG00000148925	ENST00000530907	
ENSG00000144935	ENST00000460401	
ENSG00000178764	ENST00000534247	
ENSG00000115677	ENST00000417540	
ENSG00000076706	ENST00000525555	
ENSG00000114209	ENST00000481136	
ENSG00000196437	ENST00000591710	
ENSG00000150672	ENST00000420775	
ENSG00000226395	ENST00000417885	
ENSG00000144935	ENST00000480101	
ENSG00000264940	ENST00000580533	
ENSG00000114209	ENST00000487678	
ENSG00000150672	ENST00000524601	
ENSG00000197889	ENST00000467536	
ENSG00000076706	ENST00000534522	
ENSG00000224019	ENST00000419877	
ENSG00000264940	ENST00000625845	
ENSG00000196437	ENST00000591073	
ENSG00000264940	ENST00000620446	
ENSG00000150672	ENST00000398304	
ENSG00000115677	ENST00000462130	
ENSG00000137074	ENST00000309615	
ENSG00000258513	ENST00000555526	
ENSG00000156709	ENST00000535724	32212_at
ENSG00000197889	ENST00000407572	
ENSG00000233472	ENST00000425137	
ENSG00000196437	ENST00000392150	
ENSG00000239305	ENST00000465629	
ENSG00000258387	ENST00000554342	
ENSG00000115677	ENST00000490697	
ENSG00000150672	ENST00000530800	
ENSG00000047849	ENST00000439356	
ENSG00000214544	ENST00000620147	
ENSG00000134262	ENST00000256658	
ENSG00000271918	ENST00000606662	
ENSG00000282307	ENST00000633761	
ENSG00000076706	ENST00000530144	
ENSG00000226088	ENST00000413943	
ENSG00000187185	ENST00000620696	
ENSG00000115677	ENST00000496569	
ENSG00000239305	ENST00000472680	
ENSG00000269952	ENST00000602435	32067_at
ENSG00000150672	ENST00000529399	
ENSG00000148925	ENST00000528120	
ENSG00000214544	ENST00000449689	
ENSG00000047849	ENST00000468075	
ENSG00000172367	ENST00000526279	
ENSG00000282307	ENST00000632258	
ENSG00000203593	ENST00000354425	
ENSG00000187185	ENST00000568697	
ENSG00000235594	ENST00000458731	
ENSG00000144935	ENST00000612385	39124_r_at
ENSG00000144935	ENST00000612385	39123_s_at
ENSG00000150672	ENST00000434967	
ENSG00000259999	ENST00000568140	
ENSG00000223869	ENST00000456086	
ENSG00000282307	ENST00000632001	
ENSG00000096746	ENST00000461310	
ENSG00000134262	ENST00000479285	
ENSG00000109180	ENST00000504654	
ENSG00000076706	ENST00000526992	
ENSG00000275118	ENST00000613746	
ENSG00000261783	ENST00000561956	
ENSG00000282307	ENST00000632188	
ENSG00000134262	ENST00000462591	
ENSG00000137074	ENST00000436040	
ENSG00000115677	ENST00000427183	31504_at
ENSG00000248724	ENST00000489343	
ENSG00000258375	ENST00000551366	
ENSG00000134262	ENST00000479801	
ENSG00000235640	ENST00000431242	
ENSG00000235038	ENST00000419596	
ENSG00000120451	ENST00000265909	37045_at
ENSG00000253385	ENST00000519337	
ENSG00000188425	ENST00000341294	
ENSG00000229370	ENST00000434509	
ENSG00000255753	ENST00000543664	
ENSG00000259356	ENST00000560128	
ENSG00000125385	ENST00000354277	
ENSG00000233717	ENST00000456396	
ENSG00000197568	ENST00000361764	
ENSG00000275118	ENST00000610768	
ENSG00000230843	ENST00000431983	
ENSG00000234565	ENST00000415962	
ENSG00000187185	ENST00000335616	
ENSG00000240230	ENST00000457254	
ENSG00000197568	ENST00000359875	
ENSG00000275118	ENST00000621334	
ENSG00000243749	ENST00000373337	
ENSG00000137074	ENST00000379813	
ENSG00000267169	ENST00000588387	
ENSG00000150672	ENST00000529111	
ENSG00000146215	ENST00000372569	
ENSG00000248724	ENST00000504440	
ENSG00000275118	ENST00000619670	
ENSG00000267169	ENST00000588658	
ENSG00000197568	ENST00000486110	
ENSG00000234112	ENST00000434499	
ENSG00000264577	ENST00000582718	
ENSG00000267169	ENST00000592086	
ENSG00000228203	ENST00000418970	
ENSG00000232075	ENST00000448009	
ENSG00000197568	ENST00000463058	
ENSG00000150672	ENST00000456295	
ENSG00000239332	ENST00000422294	
ENSG00000146215	ENST00000451294	
ENSG00000148925	ENST00000525864	
ENSG00000280455	ENST00000626943	
ENSG00000259219	ENST00000559400	
ENSG00000228203	ENST00000426122	
ENSG00000134262	ENST00000484201	
ENSG00000275118	ENST00000612092	
ENSG00000280392	ENST00000624987	
ENSG00000228929	ENST00000437890	33619_at
ENSG00000158008	ENST00000374280	38140_at
ENSG00000239332	ENST00000490950	
ENSG00000134262	ENST00000460653	
ENSG00000146215	ENST00000477866	
ENSG00000262591	ENST00000571236	
ENSG00000239198	ENST00000480199	
ENSG00000232273	ENST00000437933	
ENSG00000166569	ENST00000587244	
ENSG00000279933	ENST00000623969	
ENSG00000148925	ENST00000525661	
ENSG00000275118	ENST00000619844	
ENSG00000239332	ENST00000468141	
ENSG00000134262	ENST00000369564	
ENSG00000228203	ENST00000424351	
ENSG00000270136	ENST00000602662	37005_at
ENSG00000120451	ENST00000527116	
ENSG00000158008	ENST00000484339	
ENSG00000280011	ENST00000624215	
ENSG00000275118	ENST00000612519	
ENSG00000148925	ENST00000525108	
ENSG00000232920	ENST00000426358	
ENSG00000150672	ENST00000398301	
ENSG00000261533	ENST00000569034	
ENSG00000262666	ENST00000572488	
ENSG00000228203	ENST00000439208	
ENSG00000184949	ENST00000543828	
ENSG00000158008	ENST00000470037	
ENSG00000148925	ENST00000532261	
ENSG00000146215	ENST00000274990	
ENSG00000197568	ENST00000370940	
ENSG00000157869	ENST00000508274	
ENSG00000239332	ENST00000495449	
ENSG00000134262	ENST00000489499	
ENSG00000150672	ENST00000398299	
ENSG00000253690	ENST00000521731	
ENSG00000197568	ENST00000531950	
ENSG00000148925	ENST00000529708	
ENSG00000228203	ENST00000437589	
ENSG00000134262	ENST00000432415	
ENSG00000198624	ENST00000521308	34183_at
ENSG00000133895	ENST00000377316	448_s_at
ENSG00000091128	ENST00000205386	
ENSG00000146215	ENST00000487744	
ENSG00000120451	ENST00000526579	
ENSG00000185900	ENST00000518991	
ENSG00000275118	ENST00000621649	
ENSG00000148925	ENST00000526841	
ENSG00000150672	ENST00000524941	
ENSG00000172367	ENST00000527951	
ENSG00000177369	ENST00000322227	
ENSG00000074201	ENST00000525428	38732_at
ENSG00000197568	ENST00000525653	
ENSG00000270857	ENST00000604544	
ENSG00000134262	ENST00000489092	
ENSG00000150672	ENST00000529401	
ENSG00000146215	ENST00000485819	
ENSG00000148925	ENST00000527858	
ENSG00000183196	ENST00000332272	
ENSG00000177369	ENST00000511008	
ENSG00000240230	ENST00000344111	
ENSG00000150672	ENST00000527466	
ENSG00000177369	ENST00000502951	
ENSG00000198134	ENST00000539347	38590_r_at
ENSG00000198134	ENST00000539347	38589_i_at
ENSG00000227492	ENST00000444359	
ENSG00000074201	ENST00000263309	38732_at
ENSG00000134262	ENST00000369571	
ENSG00000237740	ENST00000432327	
ENSG00000263206	ENST00000574386	
ENSG00000150672	ENST00000527088	
ENSG00000275118	ENST00000621527	
ENSG00000091128	ENST00000483484	
ENSG00000074201	ENST00000525064	38732_at
ENSG00000183196	ENST00000390664	
ENSG00000233680	ENST00000412087	
ENSG00000134262	ENST00000472122	
ENSG00000262666	ENST00000575430	
ENSG00000150672	ENST00000530589	
ENSG00000255710	ENST00000536944	
ENSG00000260100	ENST00000569583	
ENSG00000242156	ENST00000439655	
ENSG00000091128	ENST00000422975	
ENSG00000231852	ENST00000466779	
ENSG00000275118	ENST00000611912	
ENSG00000185022	ENST00000624676	
ENSG00000230224	ENST00000453578	
ENSG00000072163	ENST00000324938	
ENSG00000166569	ENST00000299721	
ENSG00000240230	ENST00000466146	
ENSG00000096746	ENST00000265866	41283_at
ENSG00000074201	ENST00000526009	38732_at
ENSG00000275118	ENST00000621865	
ENSG00000271384	ENST00000603533	
ENSG00000203472	ENST00000530512	
ENSG00000240043	ENST00000494583	
ENSG00000150672	ENST00000530260	
ENSG00000091128	ENST00000475572	
ENSG00000240230	ENST00000466853	
ENSG00000074201	ENST00000532069	38732_at
ENSG00000120451	ENST00000534726	
ENSG00000096746	ENST00000480987	
ENSG00000237123	ENST00000418599	
ENSG00000237804	ENST00000440547	
ENSG00000074201	ENST00000528364	
ENSG00000224861	ENST00000445822	32340_s_at
ENSG00000196104	ENST00000357154	33596_at
ENSG00000120451	ENST00000426933	
ENSG00000091128	ENST00000471677	31613_at
ENSG00000204161	ENST00000374156	
ENSG00000236022	ENST00000428348	
ENSG00000184949	ENST00000355830	
ENSG00000072163	ENST00000484252	
ENSG00000268460	ENST00000593980	
ENSG00000074201	ENST00000527299	
ENSG00000150672	ENST00000472545	
ENSG00000072163	ENST00000466410	
ENSG00000255700	ENST00000536787	
ENSG00000096746	ENST00000486854	
ENSG00000268460	ENST00000596066	
ENSG00000236022	ENST00000424109	
ENSG00000236022	ENST00000447506	
ENSG00000233039	ENST00000452896	
ENSG00000270990	ENST00000605154	
ENSG00000074201	ENST00000527133	
ENSG00000096746	ENST00000467249	
ENSG00000133794	ENST00000529050	
ENSG00000157869	ENST00000330852	
ENSG00000268460	ENST00000598170	
ENSG00000150672	ENST00000526147	
ENSG00000150672	ENST00000280241	35945_at
ENSG00000074201	ENST00000525359	
ENSG00000096746	ENST00000354695	
ENSG00000074201	ENST00000527265	
ENSG00000157869	ENST00000288723	35053_at
ENSG00000101333	ENST00000407043	
ENSG00000256452	ENST00000399123	
ENSG00000096746	ENST00000481819	41283_at
ENSG00000101333	ENST00000441846	
ENSG00000130783	ENST00000253079	
ENSG00000185022	ENST00000338483	36711_at
ENSG00000185507	ENST00000525445	36412_s_at
ENSG00000238001	ENST00000433292	
ENSG00000276417	ENST00000611627	
ENSG00000101333	ENST00000437503	
ENSG00000096746	ENST00000491200	41283_at
ENSG00000157869	ENST00000504644	
ENSG00000185022	ENST00000441709	
ENSG00000243149	ENST00000481004	
ENSG00000101333	ENST00000416836	
ENSG00000091128	ENST00000475469	31613_at
ENSG00000130783	ENST00000392441	
ENSG00000275367	ENST00000618256	
ENSG00000238278	ENST00000515248	
ENSG00000091128	ENST00000418464	
ENSG00000185022	ENST00000417948	
ENSG00000157869	ENST00000510528	
ENSG00000262666	ENST00000573675	
ENSG00000132664	ENST00000377603	41702_r_at
ENSG00000096746	ENST00000490442	41283_at
ENSG00000230867	ENST00000424561	
ENSG00000154978	ENST00000285279	34830_at
ENSG00000270136	ENST00000602384	
ENSG00000096746	ENST00000478698	41283_at
ENSG00000132664	ENST00000461589	
ENSG00000196104	ENST00000357545	33596_at
ENSG00000130783	ENST00000341952	
ENSG00000157869	ENST00000338176	
ENSG00000185022	ENST00000407965	36711_at
ENSG00000120451	ENST00000533318	
ENSG00000262666	ENST00000574503	
ENSG00000102891	ENST00000219162	521_at
ENSG00000270136	ENST00000602293	
ENSG00000258369	ENST00000549509	
ENSG00000091128	ENST00000388781	
ENSG00000010704	ENST00000397022	
ENSG00000196104	ENST00000504953	33596_at
ENSG00000130783	ENST00000539171	
ENSG00000120451	ENST00000530330	
ENSG00000157869	ENST00000630951	35053_at
ENSG00000010704	ENST00000353147	
ENSG00000185900	ENST00000331373	
ENSG00000262666	ENST00000576310	
ENSG00000185022	ENST00000538999	36711_at
ENSG00000196104	ENST00000511531	33596_at
ENSG00000130783	ENST00000537566	
ENSG00000196104	ENST00000506886	33596_at
ENSG00000154978	ENST00000433959	34830_at
ENSG00000130783	ENST00000392440	
ENSG00000185900	ENST00000614426	
ENSG00000141294	ENST00000269025	
ENSG00000185022	ENST00000426621	36711_at
ENSG00000185022	ENST00000538320	36711_at
ENSG00000120451	ENST00000528555	
ENSG00000198624	ENST00000355417	34183_at
ENSG00000281398	ENST00000448190	
ENSG00000108406	ENST00000251241	
ENSG00000251183	ENST00000509568	
ENSG00000262666	ENST00000573905	
ENSG00000170801	ENST00000307358	
ENSG00000120451	ENST00000530356	
ENSG00000198624	ENST00000519448	34183_at
ENSG00000196104	ENST00000535728	33596_at
ENSG00000264666	ENST00000583662	
ENSG00000270136	ENST00000602450	
ENSG00000198624	ENST00000518189	34183_at
ENSG00000140718	ENST00000471389	37242_at
ENSG00000120451	ENST00000524460	
ENSG00000281398	ENST00000507692	
ENSG00000109180	ENST00000509122	
ENSG00000236013	ENST00000456896	
ENSG00000198624	ENST00000522964	
